reportDate,marketplace,accountId,adProduct,adType,creativeType,inventoryType,placement,interaction_type,cost_type,normalizedTouchpoint,currencyCode,impressions,clicks,cost,purchases,sales
2026-01-01,US,adv_demo_001,SPONSORED_DISPLAY,DISPLAY,IMAGE,,PRODUCT_PAGE,CLICK,CPC,SPONSORED_DISPLAY:DISPLAY:PRODUCT_PAGE:IMAGE:CLICK,USD,0,0,0.0,0,0.0
2026-01-01,US,adv_demo_001,SPONSORED_DISPLAY,DISPLAY,IMAGE,,PRODUCT_PAGE,IMPRESSION,CPM,SPONSORED_DISPLAY:DISPLAY:PRODUCT_PAGE:IMAGE:IMPRESSION,USD,0,0,0.0,0,0.0
2026-01-01,US,adv_demo_001,SPONSORED_DISPLAY,DISPLAY,VIDEO,,PRODUCT_PAGE,IMPRESSION,CPM,SPONSORED_DISPLAY:DISPLAY:PRODUCT_PAGE:VIDEO:IMPRESSION,USD,0,0,0.0,0,0.0
2026-01-01,US,adv_demo_001,SPONSORED_DISPLAY,VIDEO,VIDEO,,PRODUCT_PAGE,CLICK,CPC,SPONSORED_DISPLAY:VIDEO:PRODUCT_PAGE:VIDEO:CLICK,USD,0,0,0.0,0,0.0
2026-01-01,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,PRODUCT_PAGE,CLICK,CPC,SPONSORED_PRODUCTS:PRODUCT_AD:PRODUCT_PAGE:UNSPECIFIED:CLICK,USD,0,0,0.0,0,0.0
2026-01-01,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,REST_OF_SEARCH,CLICK,CPC,SPONSORED_PRODUCTS:PRODUCT_AD:REST_OF_SEARCH:UNSPECIFIED:CLICK,USD,0,0,0.0,0,0.0
2026-01-01,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,TOP_OF_SEARCH,CLICK,CPC,SPONSORED_PRODUCTS:PRODUCT_AD:TOP_OF_SEARCH:UNSPECIFIED:CLICK,USD,0,0,0.0,0,0.0
2026-01-01,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,TOP_OF_SEARCH,IMPRESSION,CPM,SPONSORED_PRODUCTS:PRODUCT_AD:TOP_OF_SEARCH:UNSPECIFIED:IMPRESSION,USD,0,0,0.0,0,0.0
2026-01-02,US,adv_demo_001,AMAZON_DSP,,,AUDIO,,IMPRESSION,CPM,AMAZON_DSP:AUDIO:UNSPECIFIED:UNSPECIFIED:IMPRESSION,USD,1,0,0.02,0,0.0
2026-01-02,US,adv_demo_001,AMAZON_DSP,,IMAGE,DISPLAY,,IMPRESSION,CPM,AMAZON_DSP:DISPLAY:UNSPECIFIED:IMAGE:IMPRESSION,USD,1,0,0.01,0,0.0
2026-01-02,US,adv_demo_001,AMAZON_DSP,,VIDEO,ONLINE_VIDEO,,IMPRESSION,CPM,AMAZON_DSP:ONLINE_VIDEO:UNSPECIFIED:VIDEO:IMPRESSION,USD,1,0,0.02,0,0.0
2026-01-02,US,adv_demo_001,AMAZON_DSP,,VIDEO,STREAMING_TV,,IMPRESSION,CPM,AMAZON_DSP:STREAMING_TV:UNSPECIFIED:VIDEO:IMPRESSION,USD,1,0,0.03,0,0.0
2026-01-02,US,adv_demo_001,SPONSORED_BRANDS,COMPONENT,IMAGE,,TOP_OF_SEARCH,CLICK,CPC,SPONSORED_BRANDS:COMPONENT:TOP_OF_SEARCH:IMAGE:CLICK,USD,0,1,1.15,0,0.0
2026-01-02,US,adv_demo_001,SPONSORED_BRANDS,COMPONENT,IMAGE,,TOP_OF_SEARCH,IMPRESSION,CPM,SPONSORED_BRANDS:COMPONENT:TOP_OF_SEARCH:IMAGE:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-02,US,adv_demo_001,SPONSORED_BRANDS,DISPLAY,IMAGE,,REST_OF_SEARCH,IMPRESSION,CPM,SPONSORED_BRANDS:DISPLAY:REST_OF_SEARCH:IMAGE:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-02,US,adv_demo_001,SPONSORED_BRANDS,VIDEO,VIDEO,,TOP_OF_SEARCH,CLICK,CPC,SPONSORED_BRANDS:VIDEO:TOP_OF_SEARCH:VIDEO:CLICK,USD,0,1,1.41,0,0.0
2026-01-02,US,adv_demo_001,SPONSORED_BRANDS,VIDEO,VIDEO,,TOP_OF_SEARCH,IMPRESSION,CPM,SPONSORED_BRANDS:VIDEO:TOP_OF_SEARCH:VIDEO:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-02,US,adv_demo_001,SPONSORED_DISPLAY,DISPLAY,IMAGE,,PRODUCT_PAGE,CLICK,CPC,SPONSORED_DISPLAY:DISPLAY:PRODUCT_PAGE:IMAGE:CLICK,USD,0,1,0.98,0,0.0
2026-01-02,US,adv_demo_001,SPONSORED_DISPLAY,DISPLAY,IMAGE,,PRODUCT_PAGE,IMPRESSION,CPM,SPONSORED_DISPLAY:DISPLAY:PRODUCT_PAGE:IMAGE:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-02,US,adv_demo_001,SPONSORED_DISPLAY,DISPLAY,VIDEO,,PRODUCT_PAGE,IMPRESSION,CPM,SPONSORED_DISPLAY:DISPLAY:PRODUCT_PAGE:VIDEO:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-02,US,adv_demo_001,SPONSORED_DISPLAY,VIDEO,VIDEO,,PRODUCT_PAGE,CLICK,CPC,SPONSORED_DISPLAY:VIDEO:PRODUCT_PAGE:VIDEO:CLICK,USD,0,1,1.13,0,0.0
2026-01-02,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,PRODUCT_PAGE,CLICK,CPC,SPONSORED_PRODUCTS:PRODUCT_AD:PRODUCT_PAGE:UNSPECIFIED:CLICK,USD,0,1,0.86,0,0.0
2026-01-02,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,REST_OF_SEARCH,CLICK,CPC,SPONSORED_PRODUCTS:PRODUCT_AD:REST_OF_SEARCH:UNSPECIFIED:CLICK,USD,0,1,0.82,0,0.0
2026-01-02,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,TOP_OF_SEARCH,CLICK,CPC,SPONSORED_PRODUCTS:PRODUCT_AD:TOP_OF_SEARCH:UNSPECIFIED:CLICK,USD,0,1,1.06,0,0.0
2026-01-02,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,TOP_OF_SEARCH,IMPRESSION,CPM,SPONSORED_PRODUCTS:PRODUCT_AD:TOP_OF_SEARCH:UNSPECIFIED:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-03,US,adv_demo_001,AMAZON_DSP,,,AUDIO,,IMPRESSION,CPM,AMAZON_DSP:AUDIO:UNSPECIFIED:UNSPECIFIED:IMPRESSION,USD,14,0,0.28,0,0.0
2026-01-03,US,adv_demo_001,AMAZON_DSP,,IMAGE,DISPLAY,,IMPRESSION,CPM,AMAZON_DSP:DISPLAY:UNSPECIFIED:IMAGE:IMPRESSION,USD,1,0,0.01,0,0.0
2026-01-03,US,adv_demo_001,AMAZON_DSP,,VIDEO,ONLINE_VIDEO,,IMPRESSION,CPM,AMAZON_DSP:ONLINE_VIDEO:UNSPECIFIED:VIDEO:IMPRESSION,USD,1,0,0.02,0,0.0
2026-01-03,US,adv_demo_001,AMAZON_DSP,,VIDEO,STREAMING_TV,,IMPRESSION,CPM,AMAZON_DSP:STREAMING_TV:UNSPECIFIED:VIDEO:IMPRESSION,USD,1,0,0.03,0,0.0
2026-01-03,US,adv_demo_001,SPONSORED_BRANDS,COMPONENT,IMAGE,,TOP_OF_SEARCH,CLICK,CPC,SPONSORED_BRANDS:COMPONENT:TOP_OF_SEARCH:IMAGE:CLICK,USD,0,1,1.22,0,0.0
2026-01-03,US,adv_demo_001,SPONSORED_BRANDS,COMPONENT,IMAGE,,TOP_OF_SEARCH,IMPRESSION,CPM,SPONSORED_BRANDS:COMPONENT:TOP_OF_SEARCH:IMAGE:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-03,US,adv_demo_001,SPONSORED_BRANDS,DISPLAY,IMAGE,,REST_OF_SEARCH,IMPRESSION,CPM,SPONSORED_BRANDS:DISPLAY:REST_OF_SEARCH:IMAGE:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-03,US,adv_demo_001,SPONSORED_BRANDS,VIDEO,VIDEO,,TOP_OF_SEARCH,CLICK,CPC,SPONSORED_BRANDS:VIDEO:TOP_OF_SEARCH:VIDEO:CLICK,USD,0,1,1.3,0,0.0
2026-01-03,US,adv_demo_001,SPONSORED_BRANDS,VIDEO,VIDEO,,TOP_OF_SEARCH,IMPRESSION,CPM,SPONSORED_BRANDS:VIDEO:TOP_OF_SEARCH:VIDEO:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-03,US,adv_demo_001,SPONSORED_DISPLAY,DISPLAY,IMAGE,,PRODUCT_PAGE,CLICK,CPC,SPONSORED_DISPLAY:DISPLAY:PRODUCT_PAGE:IMAGE:CLICK,USD,0,1,0.9,0,0.0
2026-01-03,US,adv_demo_001,SPONSORED_DISPLAY,DISPLAY,IMAGE,,PRODUCT_PAGE,IMPRESSION,CPM,SPONSORED_DISPLAY:DISPLAY:PRODUCT_PAGE:IMAGE:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-03,US,adv_demo_001,SPONSORED_DISPLAY,DISPLAY,VIDEO,,PRODUCT_PAGE,IMPRESSION,CPM,SPONSORED_DISPLAY:DISPLAY:PRODUCT_PAGE:VIDEO:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-03,US,adv_demo_001,SPONSORED_DISPLAY,VIDEO,VIDEO,,PRODUCT_PAGE,CLICK,CPC,SPONSORED_DISPLAY:VIDEO:PRODUCT_PAGE:VIDEO:CLICK,USD,0,1,1.2,0,0.0
2026-01-03,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,PRODUCT_PAGE,CLICK,CPC,SPONSORED_PRODUCTS:PRODUCT_AD:PRODUCT_PAGE:UNSPECIFIED:CLICK,USD,0,1,0.92,0,0.0
2026-01-03,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,REST_OF_SEARCH,CLICK,CPC,SPONSORED_PRODUCTS:PRODUCT_AD:REST_OF_SEARCH:UNSPECIFIED:CLICK,USD,0,17,14.79,4,363.99
2026-01-03,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,TOP_OF_SEARCH,CLICK,CPC,SPONSORED_PRODUCTS:PRODUCT_AD:TOP_OF_SEARCH:UNSPECIFIED:CLICK,USD,0,1,0.98,0,0.0
2026-01-03,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,TOP_OF_SEARCH,IMPRESSION,CPM,SPONSORED_PRODUCTS:PRODUCT_AD:TOP_OF_SEARCH:UNSPECIFIED:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-04,US,adv_demo_001,AMAZON_DSP,,,AUDIO,,IMPRESSION,CPM,AMAZON_DSP:AUDIO:UNSPECIFIED:UNSPECIFIED:IMPRESSION,USD,13,0,0.26,0,0.0
2026-01-04,US,adv_demo_001,AMAZON_DSP,,IMAGE,DISPLAY,,IMPRESSION,CPM,AMAZON_DSP:DISPLAY:UNSPECIFIED:IMAGE:IMPRESSION,USD,1,0,0.01,0,0.0
2026-01-04,US,adv_demo_001,AMAZON_DSP,,VIDEO,ONLINE_VIDEO,,IMPRESSION,CPM,AMAZON_DSP:ONLINE_VIDEO:UNSPECIFIED:VIDEO:IMPRESSION,USD,1,0,0.02,0,0.0
2026-01-04,US,adv_demo_001,AMAZON_DSP,,VIDEO,STREAMING_TV,,IMPRESSION,CPM,AMAZON_DSP:STREAMING_TV:UNSPECIFIED:VIDEO:IMPRESSION,USD,1,0,0.03,0,0.0
2026-01-04,US,adv_demo_001,SPONSORED_BRANDS,COMPONENT,IMAGE,,TOP_OF_SEARCH,CLICK,CPC,SPONSORED_BRANDS:COMPONENT:TOP_OF_SEARCH:IMAGE:CLICK,USD,0,1,1.13,0,0.0
2026-01-04,US,adv_demo_001,SPONSORED_BRANDS,COMPONENT,IMAGE,,TOP_OF_SEARCH,IMPRESSION,CPM,SPONSORED_BRANDS:COMPONENT:TOP_OF_SEARCH:IMAGE:IMPRESSION,USD,17,0,0.0,0,0.0
2026-01-04,US,adv_demo_001,SPONSORED_BRANDS,DISPLAY,IMAGE,,REST_OF_SEARCH,IMPRESSION,CPM,SPONSORED_BRANDS:DISPLAY:REST_OF_SEARCH:IMAGE:IMPRESSION,USD,14,0,0.0,0,0.0
2026-01-04,US,adv_demo_001,SPONSORED_BRANDS,VIDEO,VIDEO,,TOP_OF_SEARCH,CLICK,CPC,SPONSORED_BRANDS:VIDEO:TOP_OF_SEARCH:VIDEO:CLICK,USD,0,1,1.38,0,0.0
2026-01-04,US,adv_demo_001,SPONSORED_BRANDS,VIDEO,VIDEO,,TOP_OF_SEARCH,IMPRESSION,CPM,SPONSORED_BRANDS:VIDEO:TOP_OF_SEARCH:VIDEO:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-04,US,adv_demo_001,SPONSORED_DISPLAY,DISPLAY,IMAGE,,PRODUCT_PAGE,CLICK,CPC,SPONSORED_DISPLAY:DISPLAY:PRODUCT_PAGE:IMAGE:CLICK,USD,0,1,0.96,0,0.0
2026-01-04,US,adv_demo_001,SPONSORED_DISPLAY,DISPLAY,IMAGE,,PRODUCT_PAGE,IMPRESSION,CPM,SPONSORED_DISPLAY:DISPLAY:PRODUCT_PAGE:IMAGE:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-04,US,adv_demo_001,SPONSORED_DISPLAY,DISPLAY,VIDEO,,PRODUCT_PAGE,IMPRESSION,CPM,SPONSORED_DISPLAY:DISPLAY:PRODUCT_PAGE:VIDEO:IMPRESSION,USD,19,0,0.0,0,0.0
2026-01-04,US,adv_demo_001,SPONSORED_DISPLAY,VIDEO,VIDEO,,PRODUCT_PAGE,CLICK,CPC,SPONSORED_DISPLAY:VIDEO:PRODUCT_PAGE:VIDEO:CLICK,USD,0,1,1.11,0,0.0
2026-01-04,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,PRODUCT_PAGE,CLICK,CPC,SPONSORED_PRODUCTS:PRODUCT_AD:PRODUCT_PAGE:UNSPECIFIED:CLICK,USD,0,1,0.84,0,0.0
2026-01-04,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,REST_OF_SEARCH,CLICK,CPC,SPONSORED_PRODUCTS:PRODUCT_AD:REST_OF_SEARCH:UNSPECIFIED:CLICK,USD,0,16,13.1,0,0.0
2026-01-04,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,TOP_OF_SEARCH,CLICK,CPC,SPONSORED_PRODUCTS:PRODUCT_AD:TOP_OF_SEARCH:UNSPECIFIED:CLICK,USD,0,1,1.04,0,0.0
2026-01-04,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,TOP_OF_SEARCH,IMPRESSION,CPM,SPONSORED_PRODUCTS:PRODUCT_AD:TOP_OF_SEARCH:UNSPECIFIED:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-05,US,adv_demo_001,AMAZON_DSP,,,AUDIO,,IMPRESSION,CPM,AMAZON_DSP:AUDIO:UNSPECIFIED:UNSPECIFIED:IMPRESSION,USD,1,0,0.02,0,0.0
2026-01-05,US,adv_demo_001,AMAZON_DSP,,IMAGE,DISPLAY,,IMPRESSION,CPM,AMAZON_DSP:DISPLAY:UNSPECIFIED:IMAGE:IMPRESSION,USD,13,0,0.13,0,0.0
2026-01-05,US,adv_demo_001,AMAZON_DSP,,VIDEO,ONLINE_VIDEO,,IMPRESSION,CPM,AMAZON_DSP:ONLINE_VIDEO:UNSPECIFIED:VIDEO:IMPRESSION,USD,1,0,0.02,0,0.0
2026-01-05,US,adv_demo_001,AMAZON_DSP,,VIDEO,STREAMING_TV,,IMPRESSION,CPM,AMAZON_DSP:STREAMING_TV:UNSPECIFIED:VIDEO:IMPRESSION,USD,1,0,0.03,0,0.0
2026-01-05,US,adv_demo_001,SPONSORED_BRANDS,COMPONENT,IMAGE,,TOP_OF_SEARCH,CLICK,CPC,SPONSORED_BRANDS:COMPONENT:TOP_OF_SEARCH:IMAGE:CLICK,USD,0,1,1.2,0,0.0
2026-01-05,US,adv_demo_001,SPONSORED_BRANDS,COMPONENT,IMAGE,,TOP_OF_SEARCH,IMPRESSION,CPM,SPONSORED_BRANDS:COMPONENT:TOP_OF_SEARCH:IMAGE:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-05,US,adv_demo_001,SPONSORED_BRANDS,DISPLAY,IMAGE,,REST_OF_SEARCH,IMPRESSION,CPM,SPONSORED_BRANDS:DISPLAY:REST_OF_SEARCH:IMAGE:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-05,US,adv_demo_001,SPONSORED_BRANDS,VIDEO,VIDEO,,TOP_OF_SEARCH,CLICK,CPC,SPONSORED_BRANDS:VIDEO:TOP_OF_SEARCH:VIDEO:CLICK,USD,0,14,19.79,0,0.0
2026-01-05,US,adv_demo_001,SPONSORED_BRANDS,VIDEO,VIDEO,,TOP_OF_SEARCH,IMPRESSION,CPM,SPONSORED_BRANDS:VIDEO:TOP_OF_SEARCH:VIDEO:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-05,US,adv_demo_001,SPONSORED_DISPLAY,DISPLAY,IMAGE,,PRODUCT_PAGE,CLICK,CPC,SPONSORED_DISPLAY:DISPLAY:PRODUCT_PAGE:IMAGE:CLICK,USD,0,1,0.88,0,0.0
2026-01-05,US,adv_demo_001,SPONSORED_DISPLAY,DISPLAY,IMAGE,,PRODUCT_PAGE,IMPRESSION,CPM,SPONSORED_DISPLAY:DISPLAY:PRODUCT_PAGE:IMAGE:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-05,US,adv_demo_001,SPONSORED_DISPLAY,DISPLAY,VIDEO,,PRODUCT_PAGE,IMPRESSION,CPM,SPONSORED_DISPLAY:DISPLAY:PRODUCT_PAGE:VIDEO:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-05,US,adv_demo_001,SPONSORED_DISPLAY,VIDEO,VIDEO,,PRODUCT_PAGE,CLICK,CPC,SPONSORED_DISPLAY:VIDEO:PRODUCT_PAGE:VIDEO:CLICK,USD,0,1,1.18,0,0.0
2026-01-05,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,PRODUCT_PAGE,CLICK,CPC,SPONSORED_PRODUCTS:PRODUCT_AD:PRODUCT_PAGE:UNSPECIFIED:CLICK,USD,0,1,0.9,0,0.0
2026-01-05,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,REST_OF_SEARCH,CLICK,CPC,SPONSORED_PRODUCTS:PRODUCT_AD:REST_OF_SEARCH:UNSPECIFIED:CLICK,USD,0,1,0.85,0,0.0
2026-01-05,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,TOP_OF_SEARCH,CLICK,CPC,SPONSORED_PRODUCTS:PRODUCT_AD:TOP_OF_SEARCH:UNSPECIFIED:CLICK,USD,0,16,16.56,11,906.1
2026-01-05,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,TOP_OF_SEARCH,IMPRESSION,CPM,SPONSORED_PRODUCTS:PRODUCT_AD:TOP_OF_SEARCH:UNSPECIFIED:IMPRESSION,USD,48,0,0.0,0,0.0
2026-01-06,US,adv_demo_001,AMAZON_DSP,,,AUDIO,,IMPRESSION,CPM,AMAZON_DSP:AUDIO:UNSPECIFIED:UNSPECIFIED:IMPRESSION,USD,1,0,0.02,0,0.0
2026-01-06,US,adv_demo_001,AMAZON_DSP,,IMAGE,DISPLAY,,IMPRESSION,CPM,AMAZON_DSP:DISPLAY:UNSPECIFIED:IMAGE:IMPRESSION,USD,1,0,0.01,0,0.0
2026-01-06,US,adv_demo_001,AMAZON_DSP,,VIDEO,ONLINE_VIDEO,,IMPRESSION,CPM,AMAZON_DSP:ONLINE_VIDEO:UNSPECIFIED:VIDEO:IMPRESSION,USD,1,0,0.02,0,0.0
2026-01-06,US,adv_demo_001,AMAZON_DSP,,VIDEO,STREAMING_TV,,IMPRESSION,CPM,AMAZON_DSP:STREAMING_TV:UNSPECIFIED:VIDEO:IMPRESSION,USD,1,0,0.03,0,0.0
2026-01-06,US,adv_demo_001,SPONSORED_BRANDS,COMPONENT,IMAGE,,TOP_OF_SEARCH,CLICK,CPC,SPONSORED_BRANDS:COMPONENT:TOP_OF_SEARCH:IMAGE:CLICK,USD,0,19,21.61,0,0.0
2026-01-06,US,adv_demo_001,SPONSORED_BRANDS,COMPONENT,IMAGE,,TOP_OF_SEARCH,IMPRESSION,CPM,SPONSORED_BRANDS:COMPONENT:TOP_OF_SEARCH:IMAGE:IMPRESSION,USD,16,0,0.0,0,0.0
2026-01-06,US,adv_demo_001,SPONSORED_BRANDS,DISPLAY,IMAGE,,REST_OF_SEARCH,IMPRESSION,CPM,SPONSORED_BRANDS:DISPLAY:REST_OF_SEARCH:IMAGE:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-06,US,adv_demo_001,SPONSORED_BRANDS,VIDEO,VIDEO,,TOP_OF_SEARCH,CLICK,CPC,SPONSORED_BRANDS:VIDEO:TOP_OF_SEARCH:VIDEO:CLICK,USD,0,1,1.35,0,0.0
2026-01-06,US,adv_demo_001,SPONSORED_BRANDS,VIDEO,VIDEO,,TOP_OF_SEARCH,IMPRESSION,CPM,SPONSORED_BRANDS:VIDEO:TOP_OF_SEARCH:VIDEO:IMPRESSION,USD,17,0,0.0,0,0.0
2026-01-06,US,adv_demo_001,SPONSORED_DISPLAY,DISPLAY,IMAGE,,PRODUCT_PAGE,CLICK,CPC,SPONSORED_DISPLAY:DISPLAY:PRODUCT_PAGE:IMAGE:CLICK,USD,0,1,0.94,0,0.0
2026-01-06,US,adv_demo_001,SPONSORED_DISPLAY,DISPLAY,IMAGE,,PRODUCT_PAGE,IMPRESSION,CPM,SPONSORED_DISPLAY:DISPLAY:PRODUCT_PAGE:IMAGE:IMPRESSION,USD,14,0,0.0,0,0.0
2026-01-06,US,adv_demo_001,SPONSORED_DISPLAY,DISPLAY,VIDEO,,PRODUCT_PAGE,IMPRESSION,CPM,SPONSORED_DISPLAY:DISPLAY:PRODUCT_PAGE:VIDEO:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-06,US,adv_demo_001,SPONSORED_DISPLAY,VIDEO,VIDEO,,PRODUCT_PAGE,CLICK,CPC,SPONSORED_DISPLAY:VIDEO:PRODUCT_PAGE:VIDEO:CLICK,USD,0,1,1.25,0,0.0
2026-01-06,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,PRODUCT_PAGE,CLICK,CPC,SPONSORED_PRODUCTS:PRODUCT_AD:PRODUCT_PAGE:UNSPECIFIED:CLICK,USD,0,1,0.83,0,0.0
2026-01-06,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,REST_OF_SEARCH,CLICK,CPC,SPONSORED_PRODUCTS:PRODUCT_AD:REST_OF_SEARCH:UNSPECIFIED:CLICK,USD,0,1,0.79,0,0.0
2026-01-06,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,TOP_OF_SEARCH,CLICK,CPC,SPONSORED_PRODUCTS:PRODUCT_AD:TOP_OF_SEARCH:UNSPECIFIED:CLICK,USD,0,1,1.02,0,0.0
2026-01-06,US,adv_demo_001,SPONSORED_PRODUCTS,PRODUCT_AD,,,TOP_OF_SEARCH,IMPRESSION,CPM,SPONSORED_PRODUCTS:PRODUCT_AD:TOP_OF_SEARCH:UNSPECIFIED:IMPRESSION,USD,1,0,0.0,0,0.0
2026-01-07,US,adv_demo_001,AMAZON_DSP,,,AUDIO,,IMPRESSION,CPM,AMAZON_DSP:AUDIO:UNSPECIFIED:UNSPECIFIED:IMPRESSION,USD,1,0,0.02,0,0.0
2026-01-07,US,adv_demo_001,AMAZON_DSP,,IMAGE,DISPLAY,,IMPRESSION,CPM,AMAZON_DSP:DISPLAY:UNSPECIFIED:IMAGE:IMPRESSION,USD,1,0,0.01,0,0.0
2026-01-07,US,adv_demo_001,AMAZON_DSP,,VIDEO,ONLINE_VIDEO,,IMPRESSION,CPM,AMAZON_DSP:ONLINE_VIDEO:UNSPECIFIED:VIDEO:IMPRESSION,USD,1,0,0.02,0,0.0
2026-01-07,US,adv_demo_001,AMAZON_DSP,,VIDEO,STREAMING_TV,,IMPRESSION,CPM,AMAZON_DSP:STREAMING_TV:UNSPECIFIED:VIDEO:IMPRESSION,USD,1,0,0.03,0,0.0
2026-01-07,US,adv_demo_001,SPONSORED_BRANDS,COMPONENT,IMAGE,,TOP_OF_SEARCH,CLICK,CPC,SPONSORED_BRANDS:COMPONENT:TOP_OF_SEARCH:IMAGE:CLICK,USD,0,18,21.24,0,0.0
