journey_id,event_type,event_time,ad_product,format,placement,creative,interaction_type,marketplace,advertiser_id,users,converted_users,purchase_count,revenue,new_to_brand_purchases
aggregate_08,TOUCHPOINT,2026-06-08T16:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
aggregate_08,CONVERSION,2026-06-09T16:00:00Z,,,,,,US,adv_demo_001,3229,257,290,38293,0
aggregate_09,TOUCHPOINT,2026-05-07T17:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
aggregate_09,TOUCHPOINT,2026-05-11T17:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,,,,,,,
aggregate_09,TOUCHPOINT,2026-05-15T17:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
aggregate_09,CONVERSION,2026-05-16T17:00:00Z,,,,,,US,adv_demo_001,1330,108,115,11016,0
aggregate_10,TOUCHPOINT,2026-06-14T18:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,,,,,,,
aggregate_10,TOUCHPOINT,2026-06-16T18:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
aggregate_10,TOUCHPOINT,2026-06-16T18:01:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
aggregate_10,CONVERSION,2026-06-17T18:00:00Z,,,,,,US,adv_demo_001,980,84,96,10560,0
aggregate_11,TOUCHPOINT,2026-05-04T19:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
aggregate_11,CONVERSION,2026-05-05T19:00:00Z,,,,,,US,adv_demo_001,500,55,60,7000,0
aggregate_11,TOUCHPOINT,2026-06-04T19:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
aggregate_11,CONVERSION,2026-06-05T19:00:00Z,,,,,,US,adv_demo_001,616,70,81,9250,0
aggregate_12,TOUCHPOINT,2026-06-20T20:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
aggregate_12,TOUCHPOINT,2026-06-23T20:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
aggregate_12,CONVERSION,2026-06-24T20:00:00Z,,,,,,US,adv_demo_001,1499,126,145,17262,0
rejected_start,TOUCHPOINT,2026-05-01T00:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
rejected_start,CONVERSION,2026-05-02T00:00:00Z,,,,,,US,adv_demo_001,10,2,2,200,0
rejected_gap,TOUCHPOINT,2026-05-02T00:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
rejected_gap,CONVERSION,2026-05-16T00:00:01Z,,,,,,US,adv_demo_001,10,2,2,200,0
