user_id,channels,conversion,revenue,touch_count
u00073,"TikTok,Google Search",0,0,2
u00074,"TikTok,Google Search,Email",1,594.25,5
u00075,"Meta,Email,TikTok,Google Search",1,865.5,5
u00076,TikTok,0,0,2
u00077,"Meta,Google Search",0,0,5
u00078,"TikTok,Meta,Google Search",1,844.25,3
u00079,Google Search,0,0,1
u00080,TikTok,0,0,1
u00081,"Google Search,Meta",1,475.9,2
u00082,"Google Search,Meta",0,0,2
u00083,Meta,1,505.25,2
u00084,"TikTok,Google Search,Meta",0,0,4
u00085,"TikTok,Meta",0,0,3
u00086,"Google Search,Email",0,0,4
u00087,"TikTok,Email,Google Search,Meta",0,0,4
u00088,TikTok,0,0,1
u00089,"TikTok,Google Search",0,0,5
u00090,"Meta,TikTok",0,0,2
u00091,TikTok,0,0,2
u00092,TikTok,0,0,2
u00093,TikTok,0,0,1
u00094,"TikTok,Meta,Google Search",1,470.15,3
u00095,"Meta,Google Search",0,0,2
u00096,Meta,0,0,1
u00097,"Meta,Google Search",1,874.2,4
u00098,Meta,0,0,2
u00099,"TikTok,Email",0,0,2
u00100,"Google Search,Meta",0,0,3
u00101,"TikTok,Google Search,Meta",0,0,3
u00102,Google Search,0,0,1
u00103,"Meta,Email",0,0,2
u00104,"Google Search,Meta,TikTok",0,0,5
u00105,"TikTok,Google Search",0,0,2
u00106,TikTok,0,0,3
u00107,"TikTok,Google Search,Email,Meta",1,387.15,5
u00108,Email,0,0,1
u00109,"TikTok,Email,Meta",0,0,3
u00110,"TikTok,Meta",0,0,3
u00111,Google Search,0,0,1
u00112,"Meta,Google Search",0,0,2
u00113,"Google Search,Meta",1,514.25,5
u00114,"TikTok,Google Search",0,0,3
u00115,"TikTok,Meta",0,0,2
u00116,"TikTok,Meta",0,0,3
u00117,"TikTok,Google Search,Meta,Email",0,0,4
u00118,"TikTok,Meta",0,0,3
u00119,"TikTok,Google Search",0,0,2
u00120,"Meta,TikTok,Google Search",0,0,3
u00121,Email,1,315,1
u00122,"TikTok,Google Search,Email",0,0,4
u00123,Google Search,0,0,1
u00124,"Meta,Google Search",1,337.25,3
u00125,"TikTok,Email",0,0,2
u00126,"Meta,TikTok",0,0,2
u00127,"TikTok,Meta,Google Search,Email",0,0,4
u00128,"Meta,Google Search",0,0,3
u00129,"Meta,Google Search",0,0,2
u00130,"TikTok,Google Search",0,0,3
u00131,"Meta,TikTok",1,634.3,4
u00132,"Google Search,Meta",0,0,4
u00133,"Meta,Google Search",1,353.6,4
u00134,"TikTok,Meta",0,0,2
u00135,"Meta,TikTok",0,0,2
u00136,"Meta,TikTok",1,652.7,3
u00137,"Meta,TikTok,Email",1,496.45,3
u00138,"TikTok,Meta",0,0,2
u00139,Meta,0,0,1
u00140,"Google Search,TikTok,Meta",1,513.75,3
u00141,"Google Search,Meta",0,0,2
u00142,"Google Search,Meta",0,0,2
u00143,"Meta,TikTok",1,378.35,3
u00144,Meta,0,0,1
u00145,"TikTok,Meta",0,0,3
u00146,"Meta,Google Search",0,0,3
u00147,"Meta,Email",0,0,3
u00148,"Meta,Google Search",0,0,2
u00149,"Meta,Google Search",0,0,3
u00150,"TikTok,Email,Meta",0,0,3
u00151,"TikTok,Meta",0,0,2
u00152,Meta,0,0,1
u00153,"TikTok,Google Search",1,900.2,5
u00154,"TikTok,Google Search",0,0,2
u00155,TikTok,0,0,2
u00156,"Google Search,TikTok",1,661.95,2
u00157,"TikTok,Meta",0,0,2
u00158,TikTok,0,0,1
u00159,"TikTok,Meta,Google Search",1,548.9,3
u00160,Email,1,523.3,1
u00161,"Google Search,TikTok",0,0,2
u00162,"Google Search,Meta",1,408.15,2
u00163,"Meta,TikTok,Email",0,0,4
u00164,"TikTok,Google Search",0,0,3
u00165,"TikTok,Google Search,Email",1,505.7,4
u00166,"Google Search,TikTok",0,0,3
u00167,"Meta,Email",1,254.55,2
u00168,TikTok,0,0,2
u00169,"TikTok,Meta,Email",1,628.9,4
u00170,Google Search,0,0,1
u00171,TikTok,0,0,1
u00172,Meta,0,0,1
u00173,"TikTok,Google Search",0,0,2
u00174,"Meta,TikTok,Email,Google Search",0,0,4
u00175,"TikTok,Google Search,Email",0,0,4
u00176,"Meta,TikTok",0,0,2
u00177,"TikTok,Meta",0,0,2
u00178,"TikTok,Meta,Email",0,0,3
u00179,TikTok,1,604.15,1
u00180,"TikTok,Email,Google Search",1,553.35,3
u00181,"Meta,TikTok",0,0,3
u00182,"Google Search,Meta",0,0,5
u00183,"TikTok,Google Search",0,0,2
u00184,"TikTok,Meta,Google Search",0,0,3
u00185,TikTok,0,0,1
u00186,Email,0,0,1
u00187,"Meta,Google Search,TikTok",1,896,4
u00188,"TikTok,Email,Meta",1,496.05,3
u00189,TikTok,0,0,1
u00190,Email,0,0,1
u00191,"TikTok,Meta",0,0,2
u00192,"Google Search,Meta",0,0,2
u00193,"Google Search,Meta",1,695.45,3
u00194,"Google Search,Email,Meta",0,0,4
u00195,"Meta,Email",1,445.25,4
u00196,"TikTok,Email,Meta",0,0,3
u00197,"TikTok,Google Search,Email",0,0,5
u00198,"TikTok,Google Search",0,0,3
u00199,Google Search,1,801.05,1
u00200,"Meta,TikTok,Google Search",1,931.95,3
u00201,"Google Search,Meta,Email,TikTok",0,0,5
u00202,"Meta,TikTok",0,0,3
u00203,"Meta,Google Search",1,825.1,2
u00204,"Meta,Google Search,TikTok",0,0,4
u00205,"TikTok,Email",0,0,3
u00206,"Meta,TikTok",1,327.25,5
u00207,TikTok,0,0,1
u00208,Google Search,0,0,1
u00209,Meta,0,0,2
u00210,"Meta,Google Search,TikTok",1,860.8,5
u00211,"TikTok,Meta",1,415.95,2
u00212,"TikTok,Google Search",0,0,5
u00213,"TikTok,Google Search",1,628.55,3
u00214,"TikTok,Meta,Google Search",0,0,5
u00215,"Google Search,TikTok,Meta",0,0,4
u00216,Meta,0,0,4
u00217,TikTok,0,0,2
u00218,Google Search,0,0,1
u00219,"TikTok,Google Search,Email",0,0,4
u00220,TikTok,0,0,3
u00221,"Google Search,TikTok",0,0,5
u00222,"Meta,TikTok",0,0,4
u00223,"Google Search,TikTok,Meta",1,514.45,4
u00224,"TikTok,Google Search,Meta",0,0,4
u00225,"Google Search,Meta,TikTok",1,363.45,4
u00226,"Meta,Email",1,286.05,2
u00227,"Google Search,TikTok",0,0,2
u00228,"Google Search,Email",0,0,5
u00229,"TikTok,Google Search",0,0,3
u00230,"TikTok,Email",0,0,3
u00231,Meta,0,0,1
u00232,"Meta,TikTok",1,423.55,2
u00233,"Google Search,Meta",1,620,2
u00234,"TikTok,Email",0,0,2
u00235,"Google Search,TikTok",0,0,2
u00236,"Google Search,Meta",0,0,3
u00237,"TikTok,Meta",0,0,2
u00238,"Meta,Email,Google Search",1,915.8,3
u00239,"Meta,TikTok",0,0,2
u00240,"Meta,Google Search,Email",0,0,3
u00241,TikTok,0,0,1
u00242,"TikTok,Meta",0,0,2
u00243,"Meta,Google Search",1,610.3,3
u00244,"TikTok,Meta",1,635.85,5
u00245,Google Search,1,764.6,1
u00246,"TikTok,Meta",1,615.65,2
u00247,Meta,1,514.55,2
u00248,"Meta,Google Search,TikTok",0,0,5
u00249,"Meta,Google Search,Email",1,483.35,4
u00250,TikTok,1,496.55,1
u00251,"Google Search,TikTok",0,0,2
u00252,"Google Search,TikTok,Meta",0,0,5
u00253,"TikTok,Meta,Google Search",0,0,5
u00254,"TikTok,Meta",0,0,5
u00255,"TikTok,Google Search,Meta,Email",0,0,4
u00256,"TikTok,Meta",1,495.15,3
u00257,"TikTok,Google Search",0,0,2
u00258,"Google Search,Meta,Email",1,333.6,4
u00259,"Meta,Google Search",1,798.25,2
u00260,Google Search,0,0,1
u00261,Meta,0,0,1
u00262,TikTok,0,0,2
u00263,TikTok,0,0,2
u00264,Google Search,0,0,1
u00265,"Meta,TikTok",0,0,3
u00266,TikTok,0,0,1
u00267,Google Search,1,643.75,1
u00268,Google Search,1,538.55,1
u00269,"Google Search,Meta",0,0,4
u00270,Meta,0,0,1
u00271,"TikTok,Google Search,Meta",0,0,3
u00272,"Meta,TikTok,Google Search",1,885.65,3
u00273,"TikTok,Meta,Google Search,Email",1,426.75,4
u00274,"Meta,Google Search,TikTok",1,614.35,3
u00275,"TikTok,Meta",0,0,5
u00276,"Google Search,Meta,TikTok",0,0,3
u00277,"Meta,Google Search",1,648,2
u00278,"Meta,Email",0,0,2
u00279,"Meta,TikTok,Google Search",1,508.4,3
u00280,"Meta,TikTok",0,0,2
u00281,"TikTok,Meta,Email",0,0,5
u00282,"TikTok,Meta",0,0,3
u00283,TikTok,0,0,2
u00284,Google Search,0,0,3
u00285,"Meta,TikTok",0,0,3
u00286,"Meta,TikTok,Google Search",0,0,4
u00287,"TikTok,Google Search",0,0,3
u00288,TikTok,0,0,1
u00289,"TikTok,Email",0,0,3
u00290,"Google Search,TikTok,Meta",1,637.35,3
u00291,TikTok,0,0,3
u00292,"TikTok,Google Search",0,0,2
u00293,Meta,0,0,1
u00294,"Meta,Google Search",0,0,2
u00295,"TikTok,Email,Google Search",1,818.7,3
u00296,"Google Search,Meta,TikTok",1,422.3,3
u00297,"TikTok,Meta,Email,Google Search",1,523.9,5
u00298,"Meta,TikTok,Email,Google Search",1,253.4,5
u00299,Meta,0,0,1
u00300,"Google Search,TikTok",0,0,4
u00301,"TikTok,Meta",0,0,2
u00302,"Meta,TikTok",0,0,2
u00303,"TikTok,Meta",0,0,2
u00304,"TikTok,Meta,Email",1,578.35,4
u00305,"Meta,TikTok",0,0,3
u00306,"Meta,Google Search,Email",1,270,3
u00307,"TikTok,Google Search",0,0,4
u00308,"TikTok,Email",1,400.75,3
u00309,"TikTok,Google Search",0,0,2
u00310,"Google Search,Email,Meta",0,0,3
u00311,Google Search,1,672.4,2
u00312,TikTok,0,0,4
u00313,Google Search,0,0,1
u00314,Google Search,0,0,1
u00315,"Meta,TikTok",0,0,2
u00316,Meta,0,0,3
u00317,Meta,0,0,1
u00318,"Meta,Email",1,523.85,2
u00319,"TikTok,Meta,Google Search",1,406.95,4
u00320,Meta,0,0,2
u00321,Email,0,0,1
u00322,"TikTok,Meta,Google Search,Email",1,615.75,5
u00323,"Meta,TikTok",0,0,5
u00324,"TikTok,Email",0,0,3
u00325,"Meta,Email,TikTok",0,0,3
u00326,"TikTok,Meta",0,0,3
u00327,Google Search,0,0,2
u00328,"Meta,Email,Google Search",1,405.05,5
u00329,"TikTok,Email",0,0,2
u00330,"Google Search,Meta,TikTok",0,0,5
u00331,"Meta,Google Search",0,0,4
u00332,"Google Search,Meta",0,0,4
u00333,"TikTok,Google Search,Meta",1,364.2,4
u00334,"Meta,Google Search,Email",1,341,4
u00335,Meta,0,0,3
u00336,Google Search,0,0,1
u00337,"TikTok,Email",1,440.35,3
u00338,"TikTok,Meta,Google Search",1,596.8,4
u00339,"Google Search,Meta",0,0,2
u00340,"TikTok,Google Search,Meta",0,0,4
u00341,"TikTok,Meta,Google Search",0,0,3
u00342,"TikTok,Meta",0,0,4
u00343,"TikTok,Meta,Email",1,384.75,3
u00344,TikTok,0,0,2
u00345,"Google Search,TikTok",0,0,3
u00346,"TikTok,Meta",0,0,3
u00347,"Meta,Email",0,0,2
u00348,Email,1,627.25,1
u00349,"TikTok,Google Search",0,0,3
u00350,Email,0,0,1
u00351,"TikTok,Meta",0,0,2
u00352,"Google Search,Meta",0,0,2
u00353,"Google Search,Email",0,0,4
u00354,Google Search,0,0,1
u00355,Meta,0,0,1
u00356,"TikTok,Google Search",0,0,3
u00357,"TikTok,Meta",0,0,3
u00358,Email,0,0,1
u00359,"TikTok,Google Search",0,0,2
u00360,"Meta,TikTok",0,0,2
u00361,Google Search,1,805.15,2
u00362,TikTok,0,0,1
u00363,"TikTok,Email",0,0,2
u00364,Meta,0,0,2
u00365,Google Search,0,0,2
u00366,Meta,0,0,1
u00367,"Meta,Email,Google Search",1,649.45,4
u00368,TikTok,0,0,1
u00369,"Google Search,Email",0,0,3
u00370,Meta,0,0,1
u00371,"Meta,TikTok,Email,Google Search",0,0,5
u00372,"TikTok,Google Search",0,0,3
u00373,"Meta,Google Search",0,0,3
u00374,"Google Search,TikTok,Meta",0,0,5
u00375,Google Search,0,0,3
u00376,"Google Search,TikTok",0,0,3
u00377,Google Search,0,0,3
u00378,TikTok,1,574.8,2
u00379,"Meta,Google Search,Email",0,0,4
u00380,"Meta,Email",1,356.4,3
u00381,Google Search,0,0,1
u00382,"TikTok,Google Search,Meta",1,680.8,5
u00383,"Meta,Google Search",0,0,4
u00384,"Meta,TikTok,Google Search",0,0,4
u00385,"Meta,Google Search",1,523.6,4
u00386,"TikTok,Email",0,0,2
u00387,"Google Search,Meta,Email",0,0,3
u00388,"Google Search,TikTok,Meta",1,646.55,4
u00389,"TikTok,Email,Meta",1,523.75,3
u00390,Google Search,0,0,1
u00391,"Meta,Email",0,0,2
u00392,"TikTok,Email",0,0,3
u00393,"TikTok,Email",1,620.05,4
u00394,TikTok,0,0,2
u00395,"Meta,TikTok",0,0,3
u00396,TikTok,0,0,1
u00397,"TikTok,Google Search,Meta",1,457.1,3
u00398,"Meta,Google Search",0,0,4
u00399,Meta,0,0,1
u00400,TikTok,0,0,1
u00401,"TikTok,Meta,Google Search",1,872.15,3
u00402,"TikTok,Google Search",0,0,2
u00403,"Meta,Email",0,0,2
u00404,TikTok,0,0,2
u00405,"Google Search,TikTok",1,689.95,2
u00406,"Meta,Google Search",1,614.1,2
u00407,"Meta,Google Search,Email",1,483.45,3
u00408,TikTok,0,0,2
u00409,Meta,0,0,2
u00410,"TikTok,Google Search",1,628.95,2
u00411,"Google Search,Meta,Email",1,521,3
u00412,"TikTok,Meta",1,451.3,2
u00413,"TikTok,Google Search",1,813.65,2
u00414,Google Search,0,0,2
u00415,"Meta,TikTok,Email",1,434.55,4
u00416,"TikTok,Meta",0,0,4
u00417,"Google Search,Email,TikTok",1,666.75,5
u00418,"TikTok,Email",1,420.3,2
u00419,Google Search,0,0,1
u00420,"TikTok,Google Search",0,0,3
u00421,TikTok,0,0,1
u00422,"TikTok,Email",0,0,2
u00423,TikTok,1,386.45,2
u00424,"Meta,Google Search",1,799.3,2
u00425,"Meta,Google Search,TikTok",0,0,4
u00426,"TikTok,Email",0,0,4
u00427,Google Search,0,0,1
u00428,Google Search,0,0,1
u00429,Meta,0,0,1
u00430,"Meta,TikTok,Email",0,0,4
u00431,"TikTok,Meta",1,585,2
u00432,"Meta,Google Search,Email",0,0,5
u00433,Meta,0,0,1
u00434,"Meta,Email",0,0,3
u00435,"TikTok,Meta,Email",1,329,3
u00436,"TikTok,Google Search",1,527.95,2
u00437,"Meta,Email,Google Search,TikTok",0,0,4
u00438,"TikTok,Meta,Google Search",1,566.25,5
u00439,TikTok,0,0,1
u00440,Email,0,0,1
u00441,"Google Search,Email,TikTok",0,0,4
u00442,Meta,0,0,1
u00443,"TikTok,Email,Meta,Google Search",0,0,4
u00444,Google Search,0,0,1
u00445,TikTok,0,0,2
u00446,"Google Search,TikTok",0,0,3
u00447,"Meta,TikTok",0,0,2
u00448,Meta,0,0,2
u00449,Email,0,0,1
u00450,"Meta,TikTok,Google Search",0,0,3
u00451,TikTok,0,0,1
u00452,TikTok,0,0,1
u00453,"TikTok,Meta",0,0,2
u00454,"TikTok,Email,Google Search,Meta",0,0,5
u00455,Google Search,0,0,1
u00456,"TikTok,Email,Meta,Google Search",0,0,4
u00457,"Meta,Email",1,445.45,2
u00458,"TikTok,Meta,Google Search",0,0,3
u00459,"TikTok,Meta,Google Search",0,0,4
u00460,"Meta,TikTok",1,613.1,4
u00461,"Google Search,Email",0,0,2
u00462,"TikTok,Google Search",1,551.9,2
u00463,"Google Search,Meta",1,433.4,3
u00464,"TikTok,Email",1,530.2,2
u00465,"TikTok,Email,Meta",0,0,4
u00466,"TikTok,Email,Google Search",0,0,3
u00467,Google Search,0,0,1
u00468,"Google Search,Meta,Email",0,0,5
u00469,"TikTok,Google Search,Email",1,538.95,5
u00470,"TikTok,Meta",1,656.9,2
u00471,"TikTok,Google Search",1,783.1,2
u00472,"Meta,Google Search",0,0,3
u00473,Meta,0,0,1
u00474,"Google Search,TikTok",0,0,4
u00475,Meta,0,0,1
u00476,"TikTok,Meta",0,0,2
u00477,"TikTok,Meta",0,0,3
u00478,"TikTok,Google Search",0,0,3
u00479,Meta,0,0,1
u00480,"TikTok,Meta,Email",0,0,5
u00481,Email,0,0,1
u00482,TikTok,0,0,1
u00483,"TikTok,Google Search",0,0,2
u00484,Meta,0,0,2
u00485,"Meta,Email",0,0,2
u00486,"Google Search,TikTok,Meta",1,339.9,3
u00487,"Google Search,TikTok,Meta",0,0,4
u00488,"TikTok,Google Search",1,417.8,3
u00489,Meta,0,0,1
u00490,"TikTok,Google Search,Meta",0,0,3
u00491,"Meta,TikTok",0,0,3
u00492,"TikTok,Meta",0,0,2
u00493,"Google Search,Meta",0,0,2
u00494,"TikTok,Google Search,Email",0,0,5
u00495,"Google Search,Meta",0,0,3
u00496,"TikTok,Email",0,0,3
u00497,"Google Search,TikTok",0,0,3
u00498,"TikTok,Meta,Email",0,0,3
u00499,"Google Search,Meta",0,0,2
u00500,"TikTok,Google Search",0,0,5
u00501,"TikTok,Email,Google Search",0,0,4
u00502,"TikTok,Meta",0,0,2
u00503,"Meta,Google Search,TikTok",0,0,3
u00504,"TikTok,Email",0,0,4
u00505,"TikTok,Meta,Email",0,0,5
u00506,"Meta,TikTok",0,0,2
u00507,"Meta,TikTok,Email",0,0,4
u00508,"TikTok,Google Search",0,0,2
u00509,"TikTok,Email,Meta",0,0,4
u00510,"Meta,Email",1,295.8,2
u00511,Google Search,0,0,2
u00512,TikTok,0,0,1
u00513,"TikTok,Google Search,Meta",1,552.6,3
u00514,"TikTok,Meta,Google Search",1,491.5,5
u00515,Meta,0,0,1
u00516,"TikTok,Meta",0,0,4
u00517,Meta,0,0,1
u00518,"TikTok,Google Search",1,741.8,4
u00519,"Google Search,Meta",0,0,2
u00520,"TikTok,Google Search",0,0,2
u00521,"Meta,TikTok",0,0,2
u00522,"Meta,Google Search",0,0,2
u00523,"Google Search,Meta",1,484.7,2
u00524,"TikTok,Meta",0,0,3
u00525,TikTok,0,0,1
u00526,"Google Search,Meta",1,355.1,3
u00527,Google Search,0,0,1
u00528,"TikTok,Google Search,Meta",1,677.75,5
u00529,"TikTok,Meta,Email",0,0,5
u00530,"TikTok,Meta",0,0,2
u00531,"Meta,Google Search",0,0,3
u00532,"Meta,TikTok",0,0,4
u00533,TikTok,0,0,2
u00534,"TikTok,Meta",0,0,3
u00535,"Meta,Email,Google Search",0,0,3
u00536,Email,0,0,1
u00537,"TikTok,Meta,Email",1,365.05,4
u00538,TikTok,0,0,1
u00539,"TikTok,Meta",0,0,2
u00540,"TikTok,Google Search,Meta,Email",0,0,5
u00541,"TikTok,Email",0,0,2
u00542,"Meta,TikTok",0,0,2
u00543,"TikTok,Google Search",0,0,5
u00544,TikTok,0,0,3
u00545,"TikTok,Google Search",1,658.45,3
u00546,Meta,0,0,1
u00547,Meta,0,0,2
u00548,"Meta,Email",1,301.75,3
u00549,"TikTok,Email",1,275.75,3
u00550,"TikTok,Google Search",1,668.75,2
u00551,"Meta,Google Search",1,723.3,2
u00552,"Meta,TikTok,Google Search",0,0,5
u00553,Google Search,0,0,1
u00554,Meta,0,0,1
u00555,"Meta,Google Search",0,0,4
u00556,"Meta,Email,Google Search",0,0,4
u00557,"Meta,Google Search",0,0,2
u00558,"Google Search,Email,TikTok",0,0,3
u00559,"Meta,TikTok,Email",0,0,3
u00560,"TikTok,Google Search,Meta",0,0,5
u00561,"Google Search,Meta",0,0,2
u00562,"TikTok,Email,Meta",1,477.4,4
u00563,"TikTok,Meta",0,0,2
u00564,"TikTok,Email,Google Search",1,809.15,4
u00565,"Meta,TikTok",0,0,2
u00566,"Google Search,Meta,Email,TikTok",1,746.95,5
u00567,"Meta,Google Search",0,0,4
u00568,"Meta,Google Search",0,0,5
u00569,"Meta,TikTok,Google Search",0,0,5
u00570,"Meta,Google Search",0,0,3
u00571,"Meta,Email",0,0,2
u00572,"TikTok,Meta",0,0,4
u00573,Google Search,0,0,2
u00574,TikTok,0,0,1
u00575,Meta,0,0,2
u00576,"Meta,TikTok,Google Search,Email",1,583.55,5
u00577,"Google Search,Email,Meta",0,0,4
u00578,"Google Search,Email",1,768.15,4
u00579,"TikTok,Google Search",0,0,3
u00580,"Google Search,Meta",0,0,3
u00581,"TikTok,Google Search",1,702.25,2
u00582,"Google Search,TikTok",0,0,3
u00583,"TikTok,Meta",0,0,2
u00584,"TikTok,Meta",0,0,2
u00585,"Meta,Google Search,TikTok",0,0,4
u00586,"Meta,Google Search,Email",0,0,3
u00587,"TikTok,Email",0,0,4
u00588,"TikTok,Meta",0,0,4
u00589,"TikTok,Google Search,Email",0,0,3
u00590,"TikTok,Google Search,Email",0,0,3
u00591,Meta,0,0,2
u00592,"Google Search,Meta",0,0,5
u00593,"TikTok,Email",0,0,3
u00594,Google Search,0,0,1
u00595,"Google Search,TikTok",0,0,2
u00596,"Meta,Email",0,0,5
u00597,TikTok,0,0,1
u00598,Google Search,0,0,1
u00599,"TikTok,Google Search",0,0,2
u00600,"Meta,Google Search,TikTok",0,0,4
u00601,TikTok,0,0,1
u00602,"TikTok,Meta,Email",0,0,5
u00603,"Google Search,TikTok,Meta",0,0,5
u00604,Email,0,0,1
u00605,"Meta,Google Search",0,0,2
u00606,"Meta,Email",0,0,2
u00607,"Meta,Google Search,Email",1,503.2,4
u00608,"TikTok,Google Search",1,499.15,3
u00609,TikTok,0,0,1
u00610,"Meta,Google Search",0,0,2
u00611,"Google Search,Meta",1,595.45,2
u00612,TikTok,0,0,1
u00613,Meta,0,0,1
u00614,TikTok,0,0,2
u00615,"Google Search,Meta",0,0,2
u00616,"TikTok,Meta",0,0,2
u00617,"TikTok,Email",1,406,2
u00618,"Meta,TikTok",0,0,3
u00619,"TikTok,Meta,Email",0,0,5
u00620,"TikTok,Google Search",1,903.65,2
u00621,"Meta,Google Search",1,734.65,2
u00622,Meta,0,0,3
u00623,TikTok,0,0,2
u00624,"TikTok,Meta,Google Search",1,843.7,4
u00625,"Meta,TikTok",0,0,4
u00626,"TikTok,Meta",0,0,4
u00627,Meta,0,0,2
u00628,"TikTok,Email,Google Search",0,0,3
u00629,"Google Search,Meta",1,586.95,5
u00630,"Meta,Google Search",0,0,2
u00631,"Meta,TikTok",1,712,2
u00632,"Meta,TikTok,Google Search",0,0,3
u00633,"TikTok,Email",0,0,2
u00634,"TikTok,Meta",0,0,2
u00635,"TikTok,Meta",0,0,3
u00636,"TikTok,Google Search",0,0,2
u00637,Meta,0,0,2
u00638,"Google Search,Meta,Email",1,613.9,5
u00639,Google Search,1,892.3,1
u00640,"TikTok,Email",0,0,2
u00641,"TikTok,Meta",0,0,2
u00642,"TikTok,Email,Google Search",0,0,4
u00643,Google Search,1,678.9,1
u00644,"Google Search,TikTok",1,701.05,4
u00645,"Meta,Google Search",0,0,2
u00646,"Meta,Email,TikTok",1,641.85,5
u00647,"TikTok,Google Search",0,0,3
u00648,Meta,0,0,1
u00649,Meta,0,0,1
u00650,"TikTok,Email,Meta",0,0,4
u00651,"TikTok,Google Search",1,818.2,4
u00652,TikTok,0,0,1
u00653,"TikTok,Email,Meta",0,0,4
u00654,"Meta,Email",1,471.3,2
u00655,"Google Search,TikTok",0,0,5
u00656,"Google Search,Email",0,0,2
u00657,"TikTok,Meta,Email",0,0,4
u00658,"TikTok,Meta",0,0,4
u00659,"Google Search,Meta",0,0,3
u00660,"Google Search,Email",1,580.5,2
u00661,"Google Search,TikTok",1,647.7,3
u00662,"TikTok,Meta,Google Search",0,0,4
u00663,"TikTok,Google Search,Meta",1,453.1,5
u00664,TikTok,0,0,2
u00665,TikTok,0,0,1
u00666,"TikTok,Email,Google Search,Meta",0,0,5
u00667,"TikTok,Meta,Google Search",0,0,5
u00668,"TikTok,Meta,Google Search,Email",0,0,4
u00669,Google Search,0,0,3
u00670,"Google Search,TikTok",0,0,4
u00671,Meta,0,0,1
u00672,Google Search,0,0,2
u00673,"TikTok,Google Search",0,0,2
u00674,Meta,0,0,1
u00675,"Google Search,TikTok,Email",1,393.35,5
u00676,"TikTok,Meta,Google Search",0,0,3
u00677,"Meta,Email",0,0,3
u00678,"TikTok,Meta",0,0,2
u00679,"Meta,TikTok",0,0,4
u00680,"Google Search,Meta",0,0,3
u00681,Meta,0,0,2
u00682,"TikTok,Meta,Email",1,405.25,3
u00683,Meta,0,0,2
u00684,"Google Search,TikTok",0,0,2
u00685,"Meta,TikTok,Email",1,251.35,3
u00686,"Meta,TikTok",0,0,4
u00687,"Google Search,Meta",1,653.45,3
u00688,"TikTok,Meta",0,0,2
u00689,"Meta,TikTok",1,503.7,2
u00690,"Meta,TikTok",0,0,2
u00691,"Meta,Google Search",0,0,4
