user_id,path,conversion,revenue,touch_count,first_touch_channel,last_touch_channel,conversion_timestamp
u00050,Start > Google Search > TikTok > Meta > Meta > Meta > Null,0,0,5,Google Search,Meta,
u00051,Start > Google Search > Conversion,1,550.4,1,Google Search,Google Search,2026-03-01 13:38:00
u00052,Start > Email > Null,0,0,1,Email,Email,
u00053,Start > Meta > Email > Email > Google Search > Conversion,1,755.05,4,Meta,Google Search,2026-01-15 14:38:00
u00054,Start > TikTok > TikTok > TikTok > Null,0,0,3,TikTok,TikTok,
u00055,Start > Google Search > TikTok > Null,0,0,2,Google Search,TikTok,
u00056,Start > Google Search > TikTok > TikTok > Google Search > Email > Conversion,1,255.95,5,Google Search,Email,2026-01-21 07:46:00
u00057,Start > TikTok > Meta > Conversion,1,613.3,2,TikTok,Meta,2026-01-22 15:33:00
u00058,Start > Google Search > Meta > TikTok > Google Search > Meta > Null,0,0,5,Google Search,Meta,
u00059,Start > Meta > Meta > Null,0,0,2,Meta,Meta,
u00060,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00061,Start > Meta > Null,0,0,1,Meta,Meta,
u00062,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00063,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00064,Start > Meta > Google Search > Null,0,0,2,Meta,Google Search,
u00065,Start > Meta > TikTok > Null,0,0,2,Meta,TikTok,
u00066,Start > Meta > Meta > TikTok > Meta > Null,0,0,4,Meta,Meta,
u00067,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00068,Start > TikTok > Meta > Conversion,1,358.6,2,TikTok,Meta,2026-01-09 07:03:00
u00069,Start > TikTok > Email > Google Search > Meta > Null,0,0,4,TikTok,Meta,
u00070,Start > Google Search > Conversion,1,740.15,1,Google Search,Google Search,2026-02-02 00:25:00
u00071,Start > TikTok > Meta > TikTok > Conversion,1,499.15,3,TikTok,TikTok,2026-03-02 22:50:00
u00072,Start > TikTok > Google Search > Meta > Conversion,1,579.4,3,TikTok,Meta,2026-01-31 10:32:00
u00073,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00074,Start > TikTok > Google Search > TikTok > Email > TikTok > Conversion,1,594.25,5,TikTok,TikTok,2026-01-29 23:52:00
u00075,Start > Meta > Email > TikTok > Google Search > Google Search > Conversion,1,865.5,5,Meta,Google Search,2026-02-10 08:16:00
u00076,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00077,Start > Meta > Google Search > Google Search > Meta > Google Search > Null,0,0,5,Meta,Google Search,
u00078,Start > TikTok > Meta > Google Search > Conversion,1,844.25,3,TikTok,Google Search,2026-01-21 16:38:00
u00079,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00080,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00081,Start > Google Search > Meta > Conversion,1,475.9,2,Google Search,Meta,2026-03-04 04:48:00
u00082,Start > Google Search > Meta > Null,0,0,2,Google Search,Meta,
u00083,Start > Meta > Meta > Conversion,1,505.25,2,Meta,Meta,2026-02-02 03:56:00
u00084,Start > TikTok > TikTok > Google Search > Meta > Null,0,0,4,TikTok,Meta,
u00085,Start > TikTok > Meta > Meta > Null,0,0,3,TikTok,Meta,
u00086,Start > Google Search > Google Search > Email > Google Search > Null,0,0,4,Google Search,Google Search,
u00087,Start > TikTok > Email > Google Search > Meta > Null,0,0,4,TikTok,Meta,
u00088,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00089,Start > TikTok > Google Search > Google Search > Google Search > Google Search > Null,0,0,5,TikTok,Google Search,
u00090,Start > Meta > TikTok > Null,0,0,2,Meta,TikTok,
u00091,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00092,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00093,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00094,Start > TikTok > Meta > Google Search > Conversion,1,470.15,3,TikTok,Google Search,2026-02-08 19:49:00
u00095,Start > Meta > Google Search > Null,0,0,2,Meta,Google Search,
u00096,Start > Meta > Null,0,0,1,Meta,Meta,
u00097,Start > Meta > Google Search > Google Search > Google Search > Conversion,1,874.2,4,Meta,Google Search,2026-02-04 16:43:00
u00098,Start > Meta > Meta > Null,0,0,2,Meta,Meta,
u00099,Start > TikTok > Email > Null,0,0,2,TikTok,Email,
u00100,Start > Google Search > Meta > Meta > Null,0,0,3,Google Search,Meta,
u00101,Start > TikTok > Google Search > Meta > Null,0,0,3,TikTok,Meta,
u00102,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00103,Start > Meta > Email > Null,0,0,2,Meta,Email,
u00104,Start > Google Search > Meta > TikTok > TikTok > TikTok > Null,0,0,5,Google Search,TikTok,
u00105,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00106,Start > TikTok > TikTok > TikTok > Null,0,0,3,TikTok,TikTok,
u00107,Start > TikTok > Google Search > Email > TikTok > Meta > Conversion,1,387.15,5,TikTok,Meta,2026-02-21 01:59:00
u00108,Start > Email > Null,0,0,1,Email,Email,
u00109,Start > TikTok > Email > Meta > Null,0,0,3,TikTok,Meta,
u00110,Start > TikTok > Meta > TikTok > Null,0,0,3,TikTok,TikTok,
u00111,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00112,Start > Meta > Google Search > Null,0,0,2,Meta,Google Search,
u00113,Start > Google Search > Google Search > Google Search > Meta > Meta > Conversion,1,514.25,5,Google Search,Meta,2026-02-10 21:50:00
u00114,Start > TikTok > TikTok > Google Search > Null,0,0,3,TikTok,Google Search,
u00115,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00116,Start > TikTok > TikTok > Meta > Null,0,0,3,TikTok,Meta,
u00117,Start > TikTok > Google Search > Meta > Email > Null,0,0,4,TikTok,Email,
u00118,Start > TikTok > Meta > Meta > Null,0,0,3,TikTok,Meta,
u00119,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00120,Start > Meta > TikTok > Google Search > Null,0,0,3,Meta,Google Search,
u00121,Start > Email > Conversion,1,315,1,Email,Email,2026-02-07 09:58:00
u00122,Start > TikTok > Google Search > TikTok > Email > Null,0,0,4,TikTok,Email,
u00123,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00124,Start > Meta > Google Search > Meta > Conversion,1,337.25,3,Meta,Meta,2026-01-20 17:55:00
u00125,Start > TikTok > Email > Null,0,0,2,TikTok,Email,
u00126,Start > Meta > TikTok > Null,0,0,2,Meta,TikTok,
u00127,Start > TikTok > Meta > Google Search > Email > Null,0,0,4,TikTok,Email,
u00128,Start > Meta > Google Search > Google Search > Null,0,0,3,Meta,Google Search,
u00129,Start > Meta > Google Search > Null,0,0,2,Meta,Google Search,
u00130,Start > TikTok > Google Search > Google Search > Null,0,0,3,TikTok,Google Search,
u00131,Start > Meta > Meta > Meta > TikTok > Conversion,1,634.3,4,Meta,TikTok,2026-01-27 17:54:00
u00132,Start > Google Search > Google Search > Meta > Google Search > Null,0,0,4,Google Search,Google Search,
u00133,Start > Meta > Google Search > Meta > Meta > Conversion,1,353.6,4,Meta,Meta,2026-02-21 15:09:00
u00134,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00135,Start > Meta > TikTok > Null,0,0,2,Meta,TikTok,
u00136,Start > Meta > TikTok > TikTok > Conversion,1,652.7,3,Meta,TikTok,2026-02-05 12:03:00
u00137,Start > Meta > TikTok > Email > Conversion,1,496.45,3,Meta,Email,2026-01-18 17:32:00
u00138,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00139,Start > Meta > Null,0,0,1,Meta,Meta,
u00140,Start > Google Search > TikTok > Meta > Conversion,1,513.75,3,Google Search,Meta,2026-01-27 18:47:00
u00141,Start > Google Search > Meta > Null,0,0,2,Google Search,Meta,
u00142,Start > Google Search > Meta > Null,0,0,2,Google Search,Meta,
u00143,Start > Meta > Meta > TikTok > Conversion,1,378.35,3,Meta,TikTok,2026-01-28 23:54:00
u00144,Start > Meta > Null,0,0,1,Meta,Meta,
u00145,Start > TikTok > Meta > TikTok > Null,0,0,3,TikTok,TikTok,
u00146,Start > Meta > Google Search > Google Search > Null,0,0,3,Meta,Google Search,
u00147,Start > Meta > Email > Email > Null,0,0,3,Meta,Email,
u00148,Start > Meta > Google Search > Null,0,0,2,Meta,Google Search,
u00149,Start > Meta > Google Search > Google Search > Null,0,0,3,Meta,Google Search,
u00150,Start > TikTok > Email > Meta > Null,0,0,3,TikTok,Meta,
u00151,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00152,Start > Meta > Null,0,0,1,Meta,Meta,
u00153,Start > TikTok > Google Search > Google Search > TikTok > Google Search > Conversion,1,900.2,5,TikTok,Google Search,2026-01-24 15:37:00
u00154,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00155,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00156,Start > Google Search > TikTok > Conversion,1,661.95,2,Google Search,TikTok,2026-02-09 10:30:00
u00157,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00158,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00159,Start > TikTok > Meta > Google Search > Conversion,1,548.9,3,TikTok,Google Search,2026-02-26 06:39:00
u00160,Start > Email > Conversion,1,523.3,1,Email,Email,2026-01-07 21:12:00
u00161,Start > Google Search > TikTok > Null,0,0,2,Google Search,TikTok,
u00162,Start > Google Search > Meta > Conversion,1,408.15,2,Google Search,Meta,2026-02-14 15:18:00
u00163,Start > Meta > TikTok > Email > Meta > Null,0,0,4,Meta,Meta,
u00164,Start > TikTok > Google Search > TikTok > Null,0,0,3,TikTok,TikTok,
u00165,Start > TikTok > TikTok > Google Search > Email > Conversion,1,505.7,4,TikTok,Email,2026-03-05 03:14:00
u00166,Start > Google Search > Google Search > TikTok > Null,0,0,3,Google Search,TikTok,
u00167,Start > Meta > Email > Conversion,1,254.55,2,Meta,Email,2026-01-24 22:07:00
u00168,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00169,Start > TikTok > Meta > Email > TikTok > Conversion,1,628.9,4,TikTok,TikTok,2026-02-01 00:42:00
u00170,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00171,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00172,Start > Meta > Null,0,0,1,Meta,Meta,
u00173,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00174,Start > Meta > TikTok > Email > Google Search > Null,0,0,4,Meta,Google Search,
u00175,Start > TikTok > Google Search > Google Search > Email > Null,0,0,4,TikTok,Email,
u00176,Start > Meta > TikTok > Null,0,0,2,Meta,TikTok,
u00177,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00178,Start > TikTok > Meta > Email > Null,0,0,3,TikTok,Email,
u00179,Start > TikTok > Conversion,1,604.15,1,TikTok,TikTok,2026-01-15 13:03:00
u00180,Start > TikTok > Email > Google Search > Conversion,1,553.35,3,TikTok,Google Search,2026-01-19 03:01:00
u00181,Start > Meta > TikTok > TikTok > Null,0,0,3,Meta,TikTok,
u00182,Start > Google Search > Google Search > Google Search > Google Search > Meta > Null,0,0,5,Google Search,Meta,
u00183,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00184,Start > TikTok > Meta > Google Search > Null,0,0,3,TikTok,Google Search,
u00185,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00186,Start > Email > Null,0,0,1,Email,Email,
u00187,Start > Meta > Google Search > TikTok > Google Search > Conversion,1,896,4,Meta,Google Search,2026-03-02 03:25:00
u00188,Start > TikTok > Email > Meta > Conversion,1,496.05,3,TikTok,Meta,2026-02-16 11:53:00
u00189,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00190,Start > Email > Null,0,0,1,Email,Email,
u00191,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00192,Start > Google Search > Meta > Null,0,0,2,Google Search,Meta,
u00193,Start > Google Search > Google Search > Meta > Conversion,1,695.45,3,Google Search,Meta,2026-01-21 12:30:00
u00194,Start > Google Search > Email > Meta > Google Search > Null,0,0,4,Google Search,Google Search,
u00195,Start > Meta > Meta > Meta > Email > Conversion,1,445.25,4,Meta,Email,2026-01-29 22:03:00
u00196,Start > TikTok > Email > Meta > Null,0,0,3,TikTok,Meta,
u00197,Start > TikTok > Google Search > TikTok > Google Search > Email > Null,0,0,5,TikTok,Email,
u00198,Start > TikTok > TikTok > Google Search > Null,0,0,3,TikTok,Google Search,
u00199,Start > Google Search > Conversion,1,801.05,1,Google Search,Google Search,2026-02-17 17:23:00
u00200,Start > Meta > TikTok > Google Search > Conversion,1,931.95,3,Meta,Google Search,2026-02-05 22:14:00
u00201,Start > Google Search > Meta > Meta > Email > TikTok > Null,0,0,5,Google Search,TikTok,
u00202,Start > Meta > TikTok > TikTok > Null,0,0,3,Meta,TikTok,
u00203,Start > Meta > Google Search > Conversion,1,825.1,2,Meta,Google Search,2026-02-08 18:53:00
u00204,Start > Meta > Meta > Google Search > TikTok > Null,0,0,4,Meta,TikTok,
u00205,Start > TikTok > Email > Email > Null,0,0,3,TikTok,Email,
u00206,Start > Meta > TikTok > TikTok > Meta > Meta > Conversion,1,327.25,5,Meta,Meta,2026-02-16 11:12:00
u00207,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00208,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00209,Start > Meta > Meta > Null,0,0,2,Meta,Meta,
u00210,Start > Meta > Meta > Google Search > TikTok > Google Search > Conversion,1,860.8,5,Meta,Google Search,2026-01-10 09:54:00
u00211,Start > TikTok > Meta > Conversion,1,415.95,2,TikTok,Meta,2026-01-28 02:29:00
u00212,Start > TikTok > Google Search > TikTok > TikTok > TikTok > Null,0,0,5,TikTok,TikTok,
u00213,Start > TikTok > TikTok > Google Search > Conversion,1,628.55,3,TikTok,Google Search,2026-01-30 11:54:00
u00214,Start > TikTok > Meta > Google Search > Meta > Google Search > Null,0,0,5,TikTok,Google Search,
u00215,Start > Google Search > TikTok > Meta > Meta > Null,0,0,4,Google Search,Meta,
u00216,Start > Meta > Meta > Meta > Meta > Null,0,0,4,Meta,Meta,
u00217,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00218,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00219,Start > TikTok > Google Search > Email > TikTok > Null,0,0,4,TikTok,TikTok,
u00220,Start > TikTok > TikTok > TikTok > Null,0,0,3,TikTok,TikTok,
u00221,Start > Google Search > TikTok > Google Search > Google Search > Google Search > Null,0,0,5,Google Search,Google Search,
u00222,Start > Meta > TikTok > Meta > TikTok > Null,0,0,4,Meta,TikTok,
u00223,Start > Google Search > TikTok > Google Search > Meta > Conversion,1,514.45,4,Google Search,Meta,2026-01-11 22:09:00
u00224,Start > TikTok > Google Search > Meta > Meta > Null,0,0,4,TikTok,Meta,
u00225,Start > Google Search > Meta > Google Search > TikTok > Conversion,1,363.45,4,Google Search,TikTok,2026-01-29 12:27:00
u00226,Start > Meta > Email > Conversion,1,286.05,2,Meta,Email,2026-01-13 04:26:00
u00227,Start > Google Search > TikTok > Null,0,0,2,Google Search,TikTok,
u00228,Start > Google Search > Google Search > Google Search > Google Search > Email > Null,0,0,5,Google Search,Email,
u00229,Start > TikTok > Google Search > TikTok > Null,0,0,3,TikTok,TikTok,
u00230,Start > TikTok > TikTok > Email > Null,0,0,3,TikTok,Email,
u00231,Start > Meta > Null,0,0,1,Meta,Meta,
u00232,Start > Meta > TikTok > Conversion,1,423.55,2,Meta,TikTok,2026-01-11 00:37:00
u00233,Start > Google Search > Meta > Conversion,1,620,2,Google Search,Meta,2026-01-29 05:24:00
u00234,Start > TikTok > Email > Null,0,0,2,TikTok,Email,
u00235,Start > Google Search > TikTok > Null,0,0,2,Google Search,TikTok,
u00236,Start > Google Search > Meta > Meta > Null,0,0,3,Google Search,Meta,
u00237,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00238,Start > Meta > Email > Google Search > Conversion,1,915.8,3,Meta,Google Search,2026-02-26 23:22:00
u00239,Start > Meta > TikTok > Null,0,0,2,Meta,TikTok,
u00240,Start > Meta > Google Search > Email > Null,0,0,3,Meta,Email,
u00241,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00242,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00243,Start > Meta > Google Search > Google Search > Conversion,1,610.3,3,Meta,Google Search,2026-01-31 19:48:00
u00244,Start > TikTok > TikTok > Meta > TikTok > TikTok > Conversion,1,635.85,5,TikTok,TikTok,2026-02-08 16:15:00
u00245,Start > Google Search > Conversion,1,764.6,1,Google Search,Google Search,2026-01-18 17:25:00
u00246,Start > TikTok > Meta > Conversion,1,615.65,2,TikTok,Meta,2026-02-05 11:14:00
u00247,Start > Meta > Meta > Conversion,1,514.55,2,Meta,Meta,2026-02-09 20:39:00
u00248,Start > Meta > Google Search > Google Search > Meta > TikTok > Null,0,0,5,Meta,TikTok,
u00249,Start > Meta > Google Search > Email > Google Search > Conversion,1,483.35,4,Meta,Google Search,2026-01-29 06:04:00
u00250,Start > TikTok > Conversion,1,496.55,1,TikTok,TikTok,2026-02-27 02:08:00
u00251,Start > Google Search > TikTok > Null,0,0,2,Google Search,TikTok,
u00252,Start > Google Search > TikTok > Google Search > Meta > TikTok > Null,0,0,5,Google Search,TikTok,
u00253,Start > TikTok > Meta > Google Search > Meta > Google Search > Null,0,0,5,TikTok,Google Search,
u00254,Start > TikTok > TikTok > Meta > TikTok > Meta > Null,0,0,5,TikTok,Meta,
u00255,Start > TikTok > Google Search > Meta > Email > Null,0,0,4,TikTok,Email,
u00256,Start > TikTok > Meta > Meta > Conversion,1,495.15,3,TikTok,Meta,2026-02-22 07:18:00
u00257,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00258,Start > Google Search > Google Search > Meta > Email > Conversion,1,333.6,4,Google Search,Email,2026-01-15 08:54:00
u00259,Start > Meta > Google Search > Conversion,1,798.25,2,Meta,Google Search,2026-02-07 04:22:00
u00260,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00261,Start > Meta > Null,0,0,1,Meta,Meta,
u00262,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00263,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00264,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00265,Start > Meta > TikTok > TikTok > Null,0,0,3,Meta,TikTok,
u00266,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00267,Start > Google Search > Conversion,1,643.75,1,Google Search,Google Search,2026-02-15 04:54:00
u00268,Start > Google Search > Conversion,1,538.55,1,Google Search,Google Search,2026-01-12 13:44:00
u00269,Start > Google Search > Meta > Google Search > Google Search > Null,0,0,4,Google Search,Google Search,
u00270,Start > Meta > Null,0,0,1,Meta,Meta,
u00271,Start > TikTok > Google Search > Meta > Null,0,0,3,TikTok,Meta,
u00272,Start > Meta > TikTok > Google Search > Conversion,1,885.65,3,Meta,Google Search,2026-01-21 00:36:00
u00273,Start > TikTok > Meta > Google Search > Email > Conversion,1,426.75,4,TikTok,Email,2026-03-02 01:18:00
u00274,Start > Meta > Google Search > TikTok > Conversion,1,614.35,3,Meta,TikTok,2026-03-01 14:17:00
u00275,Start > TikTok > Meta > Meta > Meta > TikTok > Null,0,0,5,TikTok,TikTok,
u00276,Start > Google Search > Meta > TikTok > Null,0,0,3,Google Search,TikTok,
u00277,Start > Meta > Google Search > Conversion,1,648,2,Meta,Google Search,2026-01-29 11:39:00
u00278,Start > Meta > Email > Null,0,0,2,Meta,Email,
u00279,Start > Meta > TikTok > Google Search > Conversion,1,508.4,3,Meta,Google Search,2026-01-24 13:40:00
u00280,Start > Meta > TikTok > Null,0,0,2,Meta,TikTok,
u00281,Start > TikTok > Meta > Meta > Email > Meta > Null,0,0,5,TikTok,Meta,
u00282,Start > TikTok > TikTok > Meta > Null,0,0,3,TikTok,Meta,
u00283,Start > TikTok > TikTok > Null,0,0,2,TikTok,TikTok,
u00284,Start > Google Search > Google Search > Google Search > Null,0,0,3,Google Search,Google Search,
u00285,Start > Meta > TikTok > TikTok > Null,0,0,3,Meta,TikTok,
u00286,Start > Meta > TikTok > TikTok > Google Search > Null,0,0,4,Meta,Google Search,
u00287,Start > TikTok > Google Search > TikTok > Null,0,0,3,TikTok,TikTok,
u00288,Start > TikTok > Null,0,0,1,TikTok,TikTok,
u00289,Start > TikTok > TikTok > Email > Null,0,0,3,TikTok,Email,
u00290,Start > Google Search > TikTok > Meta > Conversion,1,637.35,3,Google Search,Meta,2026-01-08 01:59:00
u00291,Start > TikTok > TikTok > TikTok > Null,0,0,3,TikTok,TikTok,
u00292,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00293,Start > Meta > Null,0,0,1,Meta,Meta,
u00294,Start > Meta > Google Search > Null,0,0,2,Meta,Google Search,
u00295,Start > TikTok > Email > Google Search > Conversion,1,818.7,3,TikTok,Google Search,2026-02-05 14:38:00
u00296,Start > Google Search > Meta > TikTok > Conversion,1,422.3,3,Google Search,TikTok,2026-02-04 11:16:00
u00297,Start > TikTok > Meta > Email > Google Search > TikTok > Conversion,1,523.9,5,TikTok,TikTok,2026-01-11 14:26:00
u00298,Start > Meta > TikTok > Email > Google Search > Email > Conversion,1,253.4,5,Meta,Email,2026-01-30 20:13:00
u00299,Start > Meta > Null,0,0,1,Meta,Meta,
u00300,Start > Google Search > Google Search > Google Search > TikTok > Null,0,0,4,Google Search,TikTok,
u00301,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00302,Start > Meta > TikTok > Null,0,0,2,Meta,TikTok,
u00303,Start > TikTok > Meta > Null,0,0,2,TikTok,Meta,
u00304,Start > TikTok > Meta > Email > Meta > Conversion,1,578.35,4,TikTok,Meta,2026-01-28 20:05:00
u00305,Start > Meta > TikTok > TikTok > Null,0,0,3,Meta,TikTok,
u00306,Start > Meta > Google Search > Email > Conversion,1,270,3,Meta,Email,2026-01-16 19:21:00
u00307,Start > TikTok > Google Search > TikTok > Google Search > Null,0,0,4,TikTok,Google Search,
u00308,Start > TikTok > Email > TikTok > Conversion,1,400.75,3,TikTok,TikTok,2026-01-16 06:33:00
u00309,Start > TikTok > Google Search > Null,0,0,2,TikTok,Google Search,
u00310,Start > Google Search > Email > Meta > Null,0,0,3,Google Search,Meta,
u00311,Start > Google Search > Google Search > Conversion,1,672.4,2,Google Search,Google Search,2026-01-17 14:06:00
u00312,Start > TikTok > TikTok > TikTok > TikTok > Null,0,0,4,TikTok,TikTok,
u00313,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00314,Start > Google Search > Null,0,0,1,Google Search,Google Search,
u00315,Start > Meta > TikTok > Null,0,0,2,Meta,TikTok,
u00316,Start > Meta > Meta > Meta > Null,0,0,3,Meta,Meta,
u00317,Start > Meta > Null,0,0,1,Meta,Meta,
u00318,Start > Meta > Email > Conversion,1,523.85,2,Meta,Email,2026-02-23 10:08:00
u00319,Start > TikTok > Meta > Google Search > Meta > Conversion,1,406.95,4,TikTok,Meta,2026-02-06 04:01:00
u00320,Start > Meta > Meta > Null,0,0,2,Meta,Meta,
u00321,Start > Email > Null,0,0,1,Email,Email,
u00322,Start > TikTok > Meta > Google Search > Email > Meta > Conversion,1,615.75,5,TikTok,Meta,2026-01-14 18:45:00
u00323,Start > Meta > TikTok > Meta > Meta > TikTok > Null,0,0,5,Meta,TikTok,
u00324,Start > TikTok > TikTok > Email > Null,0,0,3,TikTok,Email,
u00325,Start > Meta > Email > TikTok > Null,0,0,3,Meta,TikTok,
