user_id, timestamp          , channel      , event_type   , campaign_id, platform     , region    , industry , creative_type, conversion, revenue
u00006 , 2026-02-02 05:25:00, Google Search, impression   , GS-3003    , Google Search, US-Midwest, Travel   , UGC          ,          0,    0
u00006 , 2026-02-02 18:18:00, Google Search, impression   , GS-3001    , Google Search, US-Midwest, Travel   , Carousel     ,          0,    0
u00006 , 2026-02-03 01:41:00, Meta         , click        , MT-2003    , Meta         , US-Midwest, Travel   , Carousel     ,          0,    0
u00006 , 2026-02-03 03:19:00, Conversion   , purchase     ,            , Conversion   , US-Midwest, Travel   ,              ,          1,  429.65
u00007 , 2026-03-02 20:00:00, Google Search, click        , GS-3001    , Google Search, US-East   , Tech     , Carousel     ,          0,    0
u00007 , 2026-03-03 03:42:00, TikTok       , impression   , TT-1001    , TikTok       , US-East   , Tech     , Carousel     ,          0,    0
u00007 , 2026-03-03 15:15:00, TikTok       , click        , TT-1001    , TikTok       , US-East   , Tech     , Polished     ,          0,    0
u00007 , 2026-03-04 12:03:00, Google Search, click        , GS-3003    , Google Search, US-East   , Tech     , UGC          ,          0,    0
u00007 , 2026-03-05 00:28:00, TikTok       , click        , TT-1002    , TikTok       , US-East   , Tech     , Carousel     ,          0,    0
u00007 , 2026-03-12 00:28:00, Null         , no_conversion,            , Null         , US-East   , Tech     ,              ,          0,    0
u00008 , 2026-01-29 20:15:00, TikTok       , impression   , TT-1001    , TikTok       , US-Midwest, Travel   , Carousel     ,          0,    0
u00008 , 2026-01-30 06:19:00, Google Search, click        , GS-3001    , Google Search, US-Midwest, Travel   , Polished     ,          0,    0
u00008 , 2026-01-31 15:34:00, Conversion   , purchase     ,            , Conversion   , US-Midwest, Travel   ,              ,          1,  589.25
u00009 , 2026-02-05 04:08:00, Meta         , impression   , MT-2003    , Meta         , US-Midwest, Fashion  , Polished     ,          0,    0
u00009 , 2026-02-05 08:51:00, Meta         , click        , MT-2001    , Meta         , US-Midwest, Fashion  , Carousel     ,          0,    0
u00009 , 2026-02-05 13:16:00, Google Search, click        , GS-3001    , Google Search, US-Midwest, Fashion  , UGC          ,          0,    0
u00009 , 2026-02-05 22:28:00, Google Search, impression   , GS-3002    , Google Search, US-Midwest, Fashion  , UGC          ,          0,    0
u00009 , 2026-02-06 06:45:00, TikTok       , impression   , TT-1002    , TikTok       , US-Midwest, Fashion  , UGC          ,          0,    0
u00009 , 2026-02-07 18:51:00, Conversion   , purchase     ,            , Conversion   , US-Midwest, Fashion  ,              ,          1,  370.25
u00010 , 2026-03-02 02:04:00, TikTok       , impression   , TT-1002    , TikTok       , US-East   , Tech     , Polished     ,          0,    0
u00010 , 2026-03-03 06:54:00, Meta         , impression   , MT-2003    , Meta         , US-East   , Tech     , Polished     ,          0,    0
u00010 , 2026-03-10 06:54:00, Null         , no_conversion,            , Null         , US-East   , Tech     ,              ,          0,    0
u00011 , 2026-01-14 19:46:00, Meta         , impression   , MT-2001    , Meta         , US-Midwest, Fashion  , Carousel     ,          0,    0
u00011 , 2026-01-16 01:57:00, Meta         , impression   , MT-2003    , Meta         , US-Midwest, Fashion  , UGC          ,          0,    0
u00011 , 2026-01-17 08:12:00, Google Search, impression   , GS-3001    , Google Search, US-Midwest, Fashion  , Carousel     ,          0,    0
u00011 , 2026-01-18 05:50:00, TikTok       , impression   , TT-1002    , TikTok       , US-Midwest, Fashion  , UGC          ,          0,    0
u00011 , 2026-01-19 06:27:00, Google Search, impression   , GS-3002    , Google Search, US-Midwest, Fashion  , Polished     ,          0,    0
u00011 , 2026-01-26 06:27:00, Null         , no_conversion,            , Null         , US-Midwest, Fashion  ,              ,          0,    0
u00012 , 2026-01-17 17:24:00, Google Search, impression   , GS-3003    , Google Search, US-West   , Education, Polished     ,          0,    0
u00012 , 2026-01-24 17:24:00, Null         , no_conversion,            , Null         , US-West   , Education,              ,          0,    0
u00013 , 2026-02-05 02:50:00, Google Search, impression   , GS-3003    , Google Search, US-East   , Tech     , Carousel     ,          0,    0
u00013 , 2026-02-05 15:29:00, Email        , click        , EM-4003    , Email        , US-East   , Tech     , Carousel     ,          0,    0
u00013 , 2026-02-12 15:29:00, Null         , no_conversion,            , Null         , US-East   , Tech     ,              ,          0,    0
u00014 , 2026-01-21 20:27:00, TikTok       , impression   , TT-1002    , TikTok       , US-East   , Travel   , Carousel     ,          0,    0
u00014 , 2026-01-22 15:58:00, TikTok       , impression   , TT-1001    , TikTok       , US-East   , Travel   , UGC          ,          0,    0
u00014 , 2026-01-23 15:25:00, TikTok       , click        , TT-1001    , TikTok       , US-East   , Travel   , UGC          ,          0,    0
u00014 , 2026-01-24 05:14:00, Google Search, impression   , GS-3001    , Google Search, US-East   , Travel   , Polished     ,          0,    0
u00014 , 2026-01-25 07:42:00, Meta         , impression   , MT-2003    , Meta         , US-East   , Travel   , Polished     ,          0,    0
u00014 , 2026-02-01 07:42:00, Null         , no_conversion,            , Null         , US-East   , Travel   ,              ,          0,    0
u00015 , 2026-01-06 17:06:00, TikTok       , impression   , TT-1002    , TikTok       , US-East   , Tech     , UGC          ,          0,    0
u00015 , 2026-01-13 17:06:00, Null         , no_conversion,            , Null         , US-East   , Tech     ,              ,          0,    0
u00016 , 2026-02-28 13:00:00, Meta         , impression   , MT-2001    , Meta         , US-South  , Tech     , UGC          ,          0,    0
u00016 , 2026-03-01 17:51:00, Meta         , impression   , MT-2001    , Meta         , US-South  , Tech     , Polished     ,          0,    0
u00016 , 2026-03-02 02:38:00, Google Search, click        , GS-3003    , Google Search, US-South  , Tech     , Polished     ,          0,    0
u00016 , 2026-03-09 02:38:00, Null         , no_conversion,            , Null         , US-South  , Tech     ,              ,          0,    0
u00017 , 2026-01-12 07:56:00, Email        , click        , EM-4002    , Email        , US-West   , Education, Polished     ,          0,    0
u00017 , 2026-01-19 07:56:00, Null         , no_conversion,            , Null         , US-West   , Education,              ,          0,    0
u00018 , 2026-01-16 12:59:00, Meta         , impression   , MT-2002    , Meta         , US-South  , Fashion  , Carousel     ,          0,    0
u00018 , 2026-01-23 12:59:00, Null         , no_conversion,            , Null         , US-South  , Fashion  ,              ,          0,    0
u00019 , 2026-01-09 17:31:00, Google Search, impression   , GS-3001    , Google Search, US-South  , Tech     , Carousel     ,          0,    0
u00019 , 2026-01-10 09:28:00, TikTok       , impression   , TT-1001    , TikTok       , US-South  , Tech     , Polished     ,          0,    0
u00019 , 2026-01-11 10:55:00, Google Search, impression   , GS-3003    , Google Search, US-South  , Tech     , Carousel     ,          0,    0
u00019 , 2026-01-18 10:55:00, Null         , no_conversion,            , Null         , US-South  , Tech     ,              ,          0,    0
u00020 , 2026-01-29 00:07:00, Meta         , click        , MT-2001    , Meta         , US-West   , Education, Carousel     ,          0,    0
u00020 , 2026-01-29 09:33:00, Google Search, click        , GS-3003    , Google Search, US-West   , Education, Polished     ,          0,    0
u00020 , 2026-01-30 12:30:00, TikTok       , impression   , TT-1002    , TikTok       , US-West   , Education, Carousel     ,          0,    0
u00020 , 2026-01-31 04:05:00, Email        , click        , EM-4002    , Email        , US-West   , Education, Polished     ,          0,    0
u00020 , 2026-01-31 13:32:00, Meta         , click        , MT-2003    , Meta         , US-West   , Education, Carousel     ,          0,    0
u00020 , 2026-02-07 13:32:00, Null         , no_conversion,            , Null         , US-West   , Education,              ,          0,    0
u00021 , 2026-01-30 01:25:00, Meta         , impression   , MT-2003    , Meta         , US-South  , Food     , Carousel     ,          0,    0
u00021 , 2026-01-31 01:04:00, Email        , impression   , EM-4003    , Email        , US-South  , Food     , UGC          ,          0,    0
u00021 , 2026-02-07 01:04:00, Null         , no_conversion,            , Null         , US-South  , Food     ,              ,          0,    0
u00022 , 2026-02-22 18:58:00, TikTok       , impression   , TT-1003    , TikTok       , US-South  , Fashion  , Polished     ,          0,    0
u00022 , 2026-03-01 18:58:00, Null         , no_conversion,            , Null         , US-South  , Fashion  ,              ,          0,    0
u00023 , 2026-02-02 22:04:00, Google Search, click        , GS-3001    , Google Search, US-West   , Food     , Polished     ,          0,    0
u00023 , 2026-02-09 22:04:00, Null         , no_conversion,            , Null         , US-West   , Food     ,              ,          0,    0
u00024 , 2026-01-31 10:08:00, Google Search, click        , GS-3002    , Google Search, US-West   , Travel   , Carousel     ,          0,    0
u00024 , 2026-02-01 14:05:00, Meta         , impression   , MT-2003    , Meta         , US-West   , Travel   , Carousel     ,          0,    0
u00024 , 2026-02-08 14:05:00, Null         , no_conversion,            , Null         , US-West   , Travel   ,              ,          0,    0
u00025 , 2026-01-30 06:27:00, Meta         , impression   , MT-2001    , Meta         , US-Midwest, Travel   , Polished     ,          0,    0
u00025 , 2026-01-31 07:45:00, Google Search, impression   , GS-3002    , Google Search, US-Midwest, Travel   , Polished     ,          0,    0
u00025 , 2026-02-01 03:50:00, Google Search, impression   , GS-3002    , Google Search, US-Midwest, Travel   , UGC          ,          0,    0
u00025 , 2026-02-02 04:59:00, Meta         , click        , MT-2002    , Meta         , US-Midwest, Travel   , UGC          ,          0,    0
u00025 , 2026-02-09 04:59:00, Null         , no_conversion,            , Null         , US-Midwest, Travel   ,              ,          0,    0
u00026 , 2026-02-05 20:03:00, Google Search, click        , GS-3003    , Google Search, US-Midwest, Education, UGC          ,          0,    0
u00026 , 2026-02-12 20:03:00, Null         , no_conversion,            , Null         , US-Midwest, Education,              ,          0,    0
u00027 , 2026-01-02 13:16:00, Google Search, impression   , GS-3002    , Google Search, US-Midwest, Food     , UGC          ,          0,    0
u00027 , 2026-01-03 05:47:00, Email        , impression   , EM-4003    , Email        , US-Midwest, Food     , Polished     ,          0,    0
u00027 , 2026-01-04 06:38:00, Meta         , impression   , MT-2002    , Meta         , US-Midwest, Food     , UGC          ,          0,    0
u00027 , 2026-01-04 14:17:00, Google Search, impression   , GS-3003    , Google Search, US-Midwest, Food     , Polished     ,          0,    0
u00027 , 2026-01-11 14:17:00, Null         , no_conversion,            , Null         , US-Midwest, Food     ,              ,          0,    0
u00028 , 2026-02-12 06:25:00, TikTok       , click        , TT-1002    , TikTok       , US-East   , Tech     , Polished     ,          0,    0
u00028 , 2026-02-13 11:30:00, Meta         , impression   , MT-2003    , Meta         , US-East   , Tech     , Carousel     ,          0,    0
u00028 , 2026-02-13 15:52:00, Meta         , impression   , MT-2003    , Meta         , US-East   , Tech     , UGC          ,          0,    0
u00028 , 2026-02-13 20:40:00, Meta         , impression   , MT-2001    , Meta         , US-East   , Tech     , UGC          ,          0,    0
u00028 , 2026-02-20 20:40:00, Null         , no_conversion,            , Null         , US-East   , Tech     ,              ,          0,    0
u00029 , 2026-01-10 23:57:00, TikTok       , impression   , TT-1003    , TikTok       , US-East   , Travel   , Carousel     ,          0,    0
u00029 , 2026-01-12 02:42:00, Email        , impression   , EM-4002    , Email        , US-East   , Travel   , UGC          ,          0,    0
u00029 , 2026-01-19 02:42:00, Null         , no_conversion,            , Null         , US-East   , Travel   ,              ,          0,    0
u00030 , 2026-01-03 15:29:00, Google Search, impression   , GS-3003    , Google Search, US-East   , Travel   , UGC          ,          0,    0
u00030 , 2026-01-04 18:48:00, Meta         , click        , MT-2001    , Meta         , US-East   , Travel   , Carousel     ,          0,    0
u00030 , 2026-01-05 23:24:00, Google Search, click        , GS-3003    , Google Search, US-East   , Travel   , Polished     ,          0,    0
u00030 , 2026-01-07 04:06:00, Conversion   , purchase     ,            , Conversion   , US-East   , Travel   ,              ,          1,  635.3
u00031 , 2026-02-25 09:37:00, TikTok       , impression   , TT-1003    , TikTok       , US-South  , Tech     , UGC          ,          0,    0
u00031 , 2026-02-26 05:18:00, Meta         , impression   , MT-2002    , Meta         , US-South  , Tech     , Carousel     ,          0,    0
u00031 , 2026-03-05 05:18:00, Null         , no_conversion,            , Null         , US-South  , Tech     ,              ,          0,    0
u00032 , 2026-02-23 13:52:00, Google Search, click        , GS-3003    , Google Search, US-Midwest, Food     , Carousel     ,          0,    0
u00032 , 2026-02-24 14:16:00, Google Search, impression   , GS-3002    , Google Search, US-Midwest, Food     , Polished     ,          0,    0
u00032 , 2026-02-25 02:47:00, Conversion   , purchase     ,            , Conversion   , US-Midwest, Food     ,              ,          1,  556.05
u00033 , 2026-01-19 15:32:00, Meta         , impression   , MT-2003    , Meta         , US-South  , Education, Polished     ,          0,    0
u00033 , 2026-01-20 17:03:00, Meta         , impression   , MT-2001    , Meta         , US-South  , Education, UGC          ,          0,    0
u00033 , 2026-01-21 05:17:00, TikTok       , impression   , TT-1002    , TikTok       , US-South  , Education, UGC          ,          0,    0
u00033 , 2026-01-22 05:54:00, TikTok       , impression   , TT-1003    , TikTok       , US-South  , Education, Carousel     ,          0,    0
u00033 , 2026-01-29 05:54:00, Null         , no_conversion,            , Null         , US-South  , Education,              ,          0,    0
u00034 , 2026-02-18 19:33:00, Meta         , impression   , MT-2003    , Meta         , US-South  , Food     , Carousel     ,          0,    0
u00034 , 2026-02-19 23:17:00, Meta         , impression   , MT-2003    , Meta         , US-South  , Food     , UGC          ,          0,    0
u00034 , 2026-02-26 23:17:00, Null         , no_conversion,            , Null         , US-South  , Food     ,              ,          0,    0
u00035 , 2026-02-17 03:07:00, TikTok       , impression   , TT-1001    , TikTok       , US-Midwest, Education, Carousel     ,          0,    0
u00035 , 2026-02-17 14:09:00, TikTok       , click        , TT-1002    , TikTok       , US-Midwest, Education, Carousel     ,          0,    0
u00035 , 2026-02-18 15:17:00, TikTok       , impression   , TT-1001    , TikTok       , US-Midwest, Education, Polished     ,          0,    0
u00035 , 2026-02-25 15:17:00, Null         , no_conversion,            , Null         , US-Midwest, Education,              ,          0,    0
u00036 , 2026-01-20 10:37:00, TikTok       , click        , TT-1002    , TikTok       , US-East   , Travel   , Polished     ,          0,    0
u00036 , 2026-01-20 16:13:00, TikTok       , impression   , TT-1001    , TikTok       , US-East   , Travel   , UGC          ,          0,    0
u00036 , 2026-01-27 16:13:00, Null         , no_conversion,            , Null         , US-East   , Travel   ,              ,          0,    0
u00037 , 2026-01-21 14:54:00, Google Search, impression   , GS-3002    , Google Search, US-West   , Travel   , Carousel     ,          0,    0
u00037 , 2026-01-28 14:54:00, Null         , no_conversion,            , Null         , US-West   , Travel   ,              ,          0,    0
u00038 , 2026-01-21 21:40:00, Meta         , impression   , MT-2003    , Meta         , US-Midwest, Food     , Polished     ,          0,    0
u00038 , 2026-01-22 02:50:00, Google Search, impression   , GS-3001    , Google Search, US-Midwest, Food     , Carousel     ,          0,    0
u00038 , 2026-01-29 02:50:00, Null         , no_conversion,            , Null         , US-Midwest, Food     ,              ,          0,    0
u00039 , 2026-01-28 09:48:00, TikTok       , click        , TT-1003    , TikTok       , US-West   , Tech     , Polished     ,          0,    0
u00039 , 2026-01-29 07:30:00, TikTok       , click        , TT-1002    , TikTok       , US-West   , Tech     , UGC          ,          0,    0
u00039 , 2026-01-29 14:04:00, Google Search, impression   , GS-3002    , Google Search, US-West   , Tech     , UGC          ,          0,    0
u00039 , 2026-02-05 14:04:00, Null         , no_conversion,            , Null         , US-West   , Tech     ,              ,          0,    0
u00040 , 2026-01-04 18:19:00, Meta         , click        , MT-2002    , Meta         , US-West   , Tech     , Carousel     ,          0,    0
u00040 , 2026-01-05 05:51:00, Google Search, impression   , GS-3001    , Google Search, US-West   , Tech     , Polished     ,          0,    0
u00040 , 2026-01-05 09:47:00, Conversion   , purchase     ,            , Conversion   , US-West   , Tech     ,              ,          1,  666
u00041 , 2026-01-17 12:53:00, Meta         , click        , MT-2003    , Meta         , US-South  , Travel   , Polished     ,          0,    0
u00041 , 2026-01-17 17:41:00, Email        , click        , EM-4003    , Email        , US-South  , Travel   , Polished     ,          0,    0
u00041 , 2026-01-24 17:41:00, Null         , no_conversion,            , Null         , US-South  , Travel   ,              ,          0,    0
u00042 , 2026-01-13 18:33:00, Meta         , click        , MT-2002    , Meta         , US-Midwest, Education, Polished     ,          0,    0
u00042 , 2026-01-14 20:04:00, TikTok       , impression   , TT-1003    , TikTok       , US-Midwest, Education, Polished     ,          0,    0
u00042 , 2026-01-15 00:33:00, Meta         , impression   , MT-2002    , Meta         , US-Midwest, Education, Polished     ,          0,    0
u00042 , 2026-01-22 00:33:00, Null         , no_conversion,            , Null         , US-Midwest, Education,              ,          0,    0
u00043 , 2026-02-26 17:20:00, Meta         , click        , MT-2002    , Meta         , US-East   , Food     , UGC          ,          0,    0
u00043 , 2026-02-27 13:28:00, Meta         , click        , MT-2003    , Meta         , US-East   , Food     , Polished     ,          0,    0
u00043 , 2026-02-28 07:35:00, Meta         , impression   , MT-2003    , Meta         , US-East   , Food     , Carousel     ,          0,    0
u00043 , 2026-03-01 11:50:00, TikTok       , click        , TT-1003    , TikTok       , US-East   , Food     , Polished     ,          0,    0
u00043 , 2026-03-01 15:25:00, Meta         , impression   , MT-2001    , Meta         , US-East   , Food     , UGC          ,          0,    0
u00043 , 2026-03-08 15:25:00, Null         , no_conversion,            , Null         , US-East   , Food     ,              ,          0,    0
u00044 , 2026-02-11 18:55:00, TikTok       , impression   , TT-1003    , TikTok       , US-Midwest, Tech     , Carousel     ,          0,    0
u00044 , 2026-02-12 21:51:00, Google Search, impression   , GS-3002    , Google Search, US-Midwest, Tech     , UGC          ,          0,    0
u00044 , 2026-02-14 01:41:00, Meta         , click        , MT-2003    , Meta         , US-Midwest, Tech     , Polished     ,          0,    0
u00044 , 2026-02-14 13:33:00, Meta         , impression   , MT-2002    , Meta         , US-Midwest, Tech     , Carousel     ,          0,    0
u00044 , 2026-02-15 19:10:00, Meta         , impression   , MT-2002    , Meta         , US-Midwest, Tech     , Carousel     ,          0,    0
u00044 , 2026-02-22 19:10:00, Null         , no_conversion,            , Null         , US-Midwest, Tech     ,              ,          0,    0
u00045 , 2026-02-05 22:34:00, Meta         , click        , MT-2003    , Meta         , US-West   , Food     , UGC          ,          0,    0
u00045 , 2026-02-06 13:48:00, Meta         , click        , MT-2001    , Meta         , US-West   , Food     , Polished     ,          0,    0
u00045 , 2026-02-13 13:48:00, Null         , no_conversion,            , Null         , US-West   , Food     ,              ,          0,    0
u00046 , 2026-02-16 15:26:00, Meta         , impression   , MT-2002    , Meta         , US-South  , Food     , Carousel     ,          0,    0
u00046 , 2026-02-17 21:32:00, Google Search, click        , GS-3001    , Google Search, US-South  , Food     , Polished     ,          0,    0
u00046 , 2026-02-24 21:32:00, Null         , no_conversion,            , Null         , US-South  , Food     ,              ,          0,    0
u00047 , 2026-02-17 03:07:00, Google Search, impression   , GS-3003    , Google Search, US-Midwest, Tech     , Polished     ,          0,    0
u00047 , 2026-02-18 09:41:00, TikTok       , impression   , TT-1003    , TikTok       , US-Midwest, Tech     , Polished     ,          0,    0
u00047 , 2026-02-19 11:37:00, Google Search, click        , GS-3001    , Google Search, US-Midwest, Tech     , Carousel     ,          0,    0
u00047 , 2026-02-20 09:41:00, Meta         , impression   , MT-2002    , Meta         , US-Midwest, Tech     , Carousel     ,          0,    0
u00047 , 2026-02-27 09:41:00, Null         , no_conversion,            , Null         , US-Midwest, Tech     ,              ,          0,    0
u00048 , 2026-01-28 15:08:00, Google Search, click        , GS-3002    , Google Search, US-West   , Tech     , Polished     ,          0,    0
u00048 , 2026-01-29 05:35:00, Meta         , impression   , MT-2002    , Meta         , US-West   , Tech     , Carousel     ,          0,    0
u00048 , 2026-01-30 03:18:00, Google Search, click        , GS-3001    , Google Search, US-West   , Tech     , UGC          ,          0,    0
u00048 , 2026-02-06 03:18:00, Null         , no_conversion,            , Null         , US-West   , Tech     ,              ,          0,    0
u00049 , 2026-02-26 08:55:00, Meta         , click        , MT-2002    , Meta         , US-East   , Travel   , Polished     ,          0,    0
u00049 , 2026-02-27 09:29:00, Google Search, impression   , GS-3002    , Google Search, US-East   , Travel   , Polished     ,          0,    0
u00049 , 2026-02-28 06:48:00, TikTok       , impression   , TT-1003    , TikTok       , US-East   , Travel   , Polished     ,          0,    0
u00049 , 2026-03-07 06:48:00, Null         , no_conversion,            , Null         , US-East   , Travel   ,              ,          0,    0
u00050 , 2026-02-24 17:05:00, Google Search, click        , GS-3001    , Google Search, US-South  , Food     , Polished     ,          0,    0
u00050 , 2026-02-25 15:00:00, TikTok       , click        , TT-1001    , TikTok       , US-South  , Food     , Carousel     ,          0,    0
u00050 , 2026-02-26 13:47:00, Meta         , impression   , MT-2001    , Meta         , US-South  , Food     , Polished     ,          0,    0
u00050 , 2026-02-27 12:38:00, Meta         , impression   , MT-2001    , Meta         , US-South  , Food     , Carousel     ,          0,    0
u00050 , 2026-02-28 10:54:00, Meta         , click        , MT-2003    , Meta         , US-South  , Food     , Carousel     ,          0,    0
u00050 , 2026-03-07 10:54:00, Null         , no_conversion,            , Null         , US-South  , Food     ,              ,          0,    0
u00051 , 2026-02-28 10:27:00, Google Search, impression   , GS-3002    , Google Search, US-West   , Tech     , Polished     ,          0,    0
u00051 , 2026-03-01 13:38:00, Conversion   , purchase     ,            , Conversion   , US-West   , Tech     ,              ,          1,  550.4
u00052 , 2026-02-03 18:11:00, Email        , click        , EM-4001    , Email        , US-South  , Travel   , Polished     ,          0,    0
u00052 , 2026-02-10 18:11:00, Null         , no_conversion,            , Null         , US-South  , Travel   ,              ,          0,    0
u00053 , 2026-01-12 01:39:00, Meta         , impression   , MT-2001    , Meta         , US-Midwest, Tech     , Carousel     ,          0,    0
u00053 , 2026-01-12 19:02:00, Email        , click        , EM-4002    , Email        , US-Midwest, Tech     , Carousel     ,          0,    0
u00053 , 2026-01-13 16:26:00, Email        , click        , EM-4001    , Email        , US-Midwest, Tech     , Polished     ,          0,    0
u00053 , 2026-01-14 16:40:00, Google Search, impression   , GS-3003    , Google Search, US-Midwest, Tech     , Carousel     ,          0,    0
u00053 , 2026-01-15 14:38:00, Conversion   , purchase     ,            , Conversion   , US-Midwest, Tech     ,              ,          1,  755.05
u00054 , 2026-03-01 02:25:00, TikTok       , impression   , TT-1001    , TikTok       , US-East   , Food     , Carousel     ,          0,    0
u00054 , 2026-03-01 17:54:00, TikTok       , impression   , TT-1003    , TikTok       , US-East   , Food     , Carousel     ,          0,    0
u00054 , 2026-03-02 14:20:00, TikTok       , impression   , TT-1001    , TikTok       , US-East   , Food     , Carousel     ,          0,    0
u00054 , 2026-03-09 14:20:00, Null         , no_conversion,            , Null         , US-East   , Food     ,              ,          0,    0
u00055 , 2026-02-24 10:07:00, Google Search, click        , GS-3001    , Google Search, US-Midwest, Tech     , Polished     ,          0,    0
u00055 , 2026-02-25 10:30:00, TikTok       , impression   , TT-1002    , TikTok       , US-Midwest, Tech     , Carousel     ,          0,    0
u00055 , 2026-03-04 10:30:00, Null         , no_conversion,            , Null         , US-Midwest, Tech     ,              ,          0,    0
u00056 , 2026-01-19 01:22:00, Google Search, click        , GS-3001    , Google Search, US-East   , Food     , Carousel     ,          0,    0
u00056 , 2026-01-19 07:15:00, TikTok       , click        , TT-1003    , TikTok       , US-East   , Food     , UGC          ,          0,    0
u00056 , 2026-01-19 17:07:00, TikTok       , click        , TT-1001    , TikTok       , US-East   , Food     , Polished     ,          0,    0
u00056 , 2026-01-20 22:04:00, Google Search, impression   , GS-3001    , Google Search, US-East   , Food     , Polished     ,          0,    0
u00056 , 2026-01-21 05:38:00, Email        , impression   , EM-4001    , Email        , US-East   , Food     , UGC          ,          0,    0
u00056 , 2026-01-21 07:46:00, Conversion   , purchase     ,            , Conversion   , US-East   , Food     ,              ,          1,  255.95
u00057 , 2026-01-21 14:41:00, TikTok       , impression   , TT-1003    , TikTok       , US-West   , Travel   , Polished     ,          0,    0
u00057 , 2026-01-22 11:47:00, Meta         , impression   , MT-2003    , Meta         , US-West   , Travel   , UGC          ,          0,    0
u00057 , 2026-01-22 15:33:00, Conversion   , purchase     ,            , Conversion   , US-West   , Travel   ,              ,          1,  613.3
u00058 , 2026-02-11 22:41:00, Google Search, impression   , GS-3002    , Google Search, US-South  , Food     , UGC          ,          0,    0
u00058 , 2026-02-12 21:21:00, Meta         , impression   , MT-2002    , Meta         , US-South  , Food     , Carousel     ,          0,    0
u00058 , 2026-02-13 12:59:00, TikTok       , impression   , TT-1003    , TikTok       , US-South  , Food     , Polished     ,          0,    0
u00058 , 2026-02-14 11:26:00, Google Search, impression   , GS-3001    , Google Search, US-South  , Food     , Carousel     ,          0,    0
u00058 , 2026-02-15 18:07:00, Meta         , click        , MT-2003    , Meta         , US-South  , Food     , Carousel     ,          0,    0
u00058 , 2026-02-22 18:07:00, Null         , no_conversion,            , Null         , US-South  , Food     ,              ,          0,    0
u00059 , 2026-01-30 04:46:00, Meta         , click        , MT-2001    , Meta         , US-West   , Food     , Polished     ,          0,    0
u00059 , 2026-01-31 05:45:00, Meta         , impression   , MT-2001    , Meta         , US-West   , Food     , UGC          ,          0,    0
u00059 , 2026-02-07 05:45:00, Null         , no_conversion,            , Null         , US-West   , Food     ,              ,          0,    0
u00060 , 2026-01-08 17:08:00, TikTok       , click        , TT-1002    , TikTok       , US-East   , Food     , Polished     ,          0,    0
u00060 , 2026-01-09 23:50:00, TikTok       , click        , TT-1003    , TikTok       , US-East   , Food     , Polished     ,          0,    0
